evolution$generation,gravityDecay,countryGravityDecay,gammaSectors,gammaLinks,gammaOrigin,gammaDestination,finalTime,mselog,logmse,evolution$samples
7500,2641.447504176911,72.36439826124402,7.8864668485657035,3.703646102768643,3.29443564325399,5.287044641842713,1117.4547760161236,5.161419312690525,34.21162671086877,91
7500,1422.2724592110933,47.48988677826889,2.154095721982565,7.896887549831028,1.6976399850370716,9.509696666358021,1974.7841062120087,5.127913948031516,34.22068039931767,83
7500,5813.148381234807,93.30310902405145,1.3542252388301703,9.317947228737632,0.9398235066124362,1.9062863213690018,1832.1837176623596,5.105616755475195,34.10859750038833,1
7500,9242.453578255612,47.7887087902044,1.0320427799188894,8.593834990729041,1.5177084302767818,1.971616115184967,1999.1745152109195,4.983456989145294,34.17527050404855,1
7500,7581.514430122862,73.92548831322149,0.13960579785100036,6.376581299280973,1.0609635524484693,1.2596646345752052,1755.5634587771153,5.205945522584112,34.135711961779094,50
7500,4788.191593852315,84.82920257712564,1.4349695744982363,9.066736440099369,1.110659627140559,1.8842201346423149,1858.2635114700233,5.0402511228977165,34.1286725466807,1
7500,5789.375819736943,91.6510718521855,1.290754756942424,9.597962934898053,0.9991321079104799,1.7908344451281355,1907.753871222644,5.10999542630088,34.12559586539547,4
7500,6282.54856038902,96.373761251099,1.4491575810634771,9.684392070433717,1.3445870662803303,2.1200528223614246,2000.0,5.004961500088792,34.15918523120705,5
7500,8044.752763531776,55.171794583501395,0.9846215917961931,7.879470673309452,1.0865051459820487,1.5847721376987323,1308.8748292280216,5.099406882990076,34.13037042273366,7
7500,7283.404064144331,98.85823066232743,1.1836032156730412,7.149184165997532,0.9936671476104487,1.4943136767157028,1441.9596277652854,5.143052066586522,34.128175212898824,8
7500,3445.2137494262265,75.04745428920228,1.5772164124973143,8.92845734572737,0.9210269011006195,1.704423025883757,1804.8767564450575,5.162014199033781,34.13070403617442,10
7500,5028.3957118112485,69.77743408489818,1.3702188015160786,9.221965901509815,0.9929246720307927,1.7601717870389366,1927.0315656126825,5.1148523284008265,34.13354162348706,13
7500,7835.585613551957,57.82643285966297,1.3829344113310018,8.317122767918816,1.0760982531970444,1.7542980799607408,1377.6194974689624,5.090597392740708,34.13581518719576,14
7500,3385.541513368353,75.01746724840869,1.5765648028150587,8.946649577331288,0.9207405650394052,1.7038123344055331,1803.9099489909825,5.169748052924734,34.13097509258017,30
7500,4210.81607293587,72.94798778401406,1.5629548435378258,10.0,0.8744894000000231,1.7667382598388088,1805.2362606396619,5.175853051527059,34.12470345431848,10
7500,9280.998325726658,26.122325640166146,1.9610807520156626,6.942498372832791,1.78619312777053,3.17874016614071,1897.6309456509837,5.074087658341741,34.19031180615511,77
7500,6179.193705908382,91.7849373923498,2.339320148036927,8.238220903153564,1.1955945562004104,2.1107200153698087,2000.0,5.048218423741304,34.140372527598856,16
7500,7515.261651602935,13.874400594196464,4.30762240765034,3.1372251261965918,1.884385592036644,5.741635997238534,1360.337733810193,5.125989716202648,34.2003608303206,78
7500,8313.66397296954,69.36437691018659,1.0259503820690685,8.301449931968243,1.1510459850359567,1.4285891656975866,1548.9155186341684,5.114014888996641,34.13477738744463,26
7500,5969.425219836769,96.1186528841023,1.462870112427833,9.714552156040362,1.3556876509106395,2.1852189599306495,2000.0,5.019727334617167,34.15756694844215,19
7500,5974.604714552458,93.58861875909743,1.0821088119101097,8.936338754787979,1.4494540600186179,2.1313303142355298,2000.0,5.0100952913762224,34.16601166934551,20
7500,7095.502180521988,97.21270739728371,1.459628137485149,9.100799983727411,1.4198001237268474,1.6664520030024215,1985.3753272569447,5.025596952559541,34.1546490869412,18
7500,6922.70079589245,60.339448668888984,1.8260559618961894,8.345156514406959,1.0930473208128775,2.1521495336778615,2000.0,5.061070975509887,34.14087338739161,24
7500,4803.03018820508,73.54493429363112,0.9018289062892281,9.177395686449248,1.038229514134959,1.9000387548325957,1790.2094690580104,5.064766730169674,34.122121420345735,1
7500,5841.998357656458,93.86225829353415,1.4972805940145706,9.096741605816712,0.9510116684228626,1.9111346900499981,1897.3605059745873,5.107790457052989,34.118989573606946,3
7500,10000.0,19.799770014040085,1.7627888368359137,6.609985194041239,1.5059230299573378,1.9306666072765135,2000.0,5.016814283765999,34.16077427235568,22
