evolution$generation,evolution$evaluated,gravityDecay,countryGravityDecay,gammaSectors,gammaLinks,gammaOrigin,gammaDestination,finalTime,objective$errorMetropolisation,objective$errorInternationalisation,evolution$samples,errorMetropolisation,errorInternationalisation
7000,83671,1667.466542445816,0.0,0.010395990835193054,0.07859112022172371,1.0436676172739836,1.1637447183220055,1950.8029844031043,0.22516940974312372,0.3147503656294865,1,"[0.22516940974312372]","[0.3147503656294865]"
7000,83671,2.3529678836469023,68.91106573765337,1.5708463651032791,3.0978239502782206,0.0,0.0,1416.5710592174692,0.9877096583925133,1.6975308641981046E-4,1,"[0.9877096583925133]","[1.6975308641981046E-4]"
7000,83671,497.2404665308792,56.05507237406505,2.487272828455895E-6,1.3601490085264185,0.995660055641039,1.0511143478298584,1870.465669518907,0.24819879912416387,0.2634120997293102,1,"[0.24819879912416387]","[0.2634120997293102]"
7000,83671,47.90177576317014,86.21198724580643,1.7611183979472775,6.9713500650736835,0.6380843063476322,0.4797071723647881,1518.217446409967,0.4505670573448392,0.03626331691815626,2,"[0.4324465724875255,0.4686875422021529]","[0.018273018133833252,0.054253615702479274]"
7000,83671,50.293497205319944,104.4708578012288,2.6284886778301066,0.01949331130391739,0.9286460543354035,0.6374808692660403,1175.4580850448617,0.39119983678306214,0.037551016133508586,3,"[0.39119983678306214,0.38891096163264716,0.4761703830006602]","[0.037551016133508586,0.03729442998601862,0.06955346260387812]"
7000,83671,13.71136607323928,79.69837703483824,12.55094156049867,1.9192759793536096,0.0,2.419445441787192,100.0,0.8534627743902603,0.085625,100,"[0.8384020395127816,0.9154666867959306,0.8634965867218752,0.8334066437218554,0.8687594284733771,0.7918826675025705,0.8705611678114199,0.9034531421230411,0.8609196468733107,0.8633952193563488,0.8604459125702133,0.8617217778294274,0.8000494230137082,0.9140870385968767,0.8302023253757909,0.8253388469815861,0.8676775431704995,0.8746593401432781,0.8310914836350669,0.8488276372755232,0.8871892079173705,0.8600835834471531,0.8478514440352856,0.8318085750354751,0.8508462845413529,0.8268985698395507,0.8656693586061884,0.8698222398362646,0.8791725211013149,0.9215762555932411,0.8579253559573885,0.837781308750482,0.8233499161327449,0.9018936872543912,0.8508806206581618,0.8628551810216631,0.8655975037129046,0.8282919487642937,0.8557336517300848,0.8611308721621378,0.8382690527955722,0.8366202440028098,0.7943638396084485,0.8580993328101386,0.9080045450119113,0.8107867127998907,0.8751045977544768,0.8270435790832142,0.8560229314360913,0.8188829986137667,0.8212580849270619,0.796943873362876,0.8888218625393233,0.9233224012581848,0.8484742546574245,0.8469484594892454,0.7997878597333212,0.8524851964661775,0.8384759486998067,0.8723144957964107,0.8236055271795559,0.9017508158356273,0.849860724911174,0.8504672184812517,0.8279568624325375,0.8704004664943954,0.8600297870760772,0.8504308403501615,0.8181115270389137,0.915647626878825,0.8733354348464447,0.8146967055642444,0.8580492074167527,0.7966194698510475,0.846521519136283,0.8348071153717285,0.867129100259658,0.8633530953810012,0.8624278638037808,0.8201079724311479,0.870511623494497,0.819551481922319,0.8626637020461173,0.8210910246691973,0.8202991250231566,0.8597341553796541,0.8938825135937136,0.8718428154209882,0.8269806107992684,0.8388112576694106,0.8655925933109979,0.8621147271362324,0.8272395952601219,0.8406754083399801,0.8236231933253364,0.8544403523143431,0.8877580970795368,0.821719050187376,0.8646434346019769,0.8267298658157839]","[0.11591836734693878,0.07510204081632652,0.085625,0.1325,0.05611111111111111,0.17123966942148763,0.1471604938271605,0.16,0.1325,0.10999999999999999,0.023749999999999993,0.041111111111111154,0.09777777777777777,0.023125000000000007,0.07510204081632654,0.11591836734693878,0.085625,0.0213888888888889,0.1325,0.009999999999999953,0.11591836734693878,0.08859504132231405,0.085625,0.07,0.1471604938271605,0.08000000000000002,0.10999999999999999,0.03900826446280997,0.023749999999999993,9.876543209876298E-4,0.04222222222222222,0.023125000000000007,0.07510204081632654,0.1471604938271605,0.1325,0.085625,0.019999999999999962,0.11591836734693878,0.210625,0.085625,0.023125000000000007,0.019999999999999962,0.08859504132231405,0.1471604938271605,0.085625,0.085625,0.019999999999999962,0.08000000000000002,0.08000000000000002,0.11591836734693878,0.085625,0.1325,0.07,9.876543209876298E-4,0.023125000000000007,0.023125000000000007,0.09777777777777777,0.1471604938271605,0.1811111111111111,0.1325,0.0977777777777778,0.07,0.07147928994082842,0.085625,0.11591836734693878,0.04839506172839508,0.085625,0.0977777777777778,0.1325,0.085625,0.04839506172839508,0.1471604938271605,0.03900826446280997,0.10999999999999999,0.019999999999999962,0.07510204081632654,0.07510204081632654,0.1325,0.07,0.0977777777777778,0.08859504132231408,0.1471604938271605,0.05611111111111111,0.1325,0.09777777777777777,0.1325,0.019999999999999962,0.17123966942148763,0.08000000000000002,0.023749999999999993,0.0977777777777778,0.019999999999999962,0.07510204081632654,0.07510204081632652,0.08331360946745564,0.08000000000000002,0.1325,0.1325,0.11591836734693878,0.08000000000000002]"
7000,83671,27.712168598213022,71.711742607754,1.9682141410637315,2.703180141217096,1.8535398889157828,0.4846042054028109,1281.1892291122206,0.5226840353911759,0.013666857747249489,4,"[0.5190800555785109,0.5346259798090045,0.5050900467457149,0.5262880152038409]","[6.889193720469589E-4,0.027655815985768217,0.02029025311319871,0.0070434623813002695]"
7000,83671,14.534234226601441,45.75500131245675,0.0,3.0876002152083935,0.0,0.0,1496.5828797980987,0.8095686008981497,0.009316367417215865,25,"[0.7975815897198817,0.7844134073524169,0.8524113896528488,0.7676626783254168,0.8095686008981497,0.7973356917537436,0.8519389006743573,0.7778921763999925,0.7934115118617708,0.8636857218741081,0.8049523684805207,0.8359150102118643,0.8492078202675158,0.827689462468267,0.7954317395641357,0.8252083357194197,0.781842595603453,0.7785057556043938,0.8365435003675172,0.8003707274250009,0.7886893439439604,0.828821478259472,0.8332449206617742,0.8229475893893099,0.8155351174988523]","[0.0036322585708335464,0.005363579213530867,0.0011744470164608556,0.01808895201943561,0.001516955017301036,0.003063896852941672,0.007874525070336313,0.005778996138133041,0.009316367417215865,0.018421303948576717,0.013364512471655321,0.019366127486660167,0.004907885368458542,0.024667626805265408,0.010057111589890866,0.002903259689786719,0.007297335600907062,0.010775941230486641,0.016042517605077522,0.005323283168742865,0.021963680061094726,0.011369042767644166,0.030721743679464564,5.602044746332857E-4,0.015742846143246225]"
7000,83671,2.0184845563762237,111.69050419202398,6.728116883687013,0.930467103696052,0.47880725446425737,3.880543080946,1221.8430165416848,0.7594316284309032,0.08859504132231408,100,"[0.7492773623261968,0.7666130916974094,0.775358277887418,0.7580457083826028,0.7300029493837561,0.7403550403072354,0.7436216764128993,0.717775701808409,0.7259598708998545,0.7588159375989061,0.7153100859331564,0.7645230403751099,0.7571038614158394,0.7462456419954766,0.7274231945145552,0.7618967177106386,0.7670931188722189,0.7950704401395657,0.7294927067123841,0.782723040005468,0.7860909024372286,0.743649838771357,0.7664975607922169,0.7748408065706014,0.7561486371654689,0.7327007637691696,0.7636535269300306,0.7036895633426314,0.7402234261597116,0.782911704387173,0.7480661988599034,0.7228356771327467,0.7201464147484735,0.7077408749762477,0.7195917942358403,0.7669631677626232,0.7645695604275844,0.7329035102691707,0.7812942630883131,0.7472100101197764,0.7597057558627844,0.7745868369531556,0.7833445227775995,0.7632617669737967,0.7520920540801931,0.7604798539281593,0.7832554983343997,0.7882815456499199,0.7688323126963488,0.7640782681250092,0.7365278033528775,0.7640280631586867,0.7499097695942941,0.7306907995920267,0.7760042564328514,0.7492983761850356,0.722155735156147,0.7509691406055542,0.7642025198441107,0.7646404874584425,0.7713582159002695,0.7648400806385681,0.7551814195739,0.7462886874760256,0.783370458798146,0.7744329564273268,0.7830540681379707,0.7241316445387321,0.7376376388234174,0.7632240550391823,0.7746391764395912,0.7648795800191245,0.7640994073407529,0.7494489191020008,0.8060450133657,0.7234793185179207,0.7619566996994414,0.7534499456121763,0.7733247669672296,0.7640403559315203,0.7644018888058116,0.7402013905066902,0.8011304341348544,0.6998811910227125,0.7298190324822755,0.7752041701468307,0.7464291551613004,0.7591575009990219,0.7938691129552681,0.7462537521369783,0.7663748823615848,0.7490972140262739,0.8009497139076378,0.7464500953403133,0.7759954645947886,0.7230992063034801,0.7213116936634317,0.7629766006653023,0.7745627906126282,0.7572626259231888]","[0.11881656804733728,0.04222222222222222,0.07,0.07147928994082842,0.05611111111111111,0.08859504132231408,0.04222222222222222,0.0977777777777778,0.08530612244897962,0.08859504132231408,0.04781065088757397,0.08859504132231408,0.10472222222222222,0.13122448979591836,0.07510204081632652,0.04222222222222222,0.08859504132231408,0.14,0.10472222222222222,0.04839506172839508,0.02247933884297526,0.08888888888888888,0.14,0.07,0.10472222222222222,0.10472222222222222,0.03900826446280997,0.08000000000000002,0.10472222222222222,0.04839506172839508,0.07147928994082842,0.10125,0.11881656804733728,0.14222222222222222,0.10472222222222222,0.16722222222222224,0.07,0.11881656804733728,0.012307692307692297,0.08859504132231408,0.08888888888888888,0.07,0.04839506172839508,0.11881656804733728,0.11881656804733728,0.10472222222222222,0.07,0.07,0.04222222222222222,0.019999999999999962,0.07206611570247934,0.07,0.10472222222222222,0.07510204081632652,0.006388888888888888,0.07147928994082842,0.1873469387755102,0.10472222222222222,0.08859504132231408,0.07,0.08859504132231408,0.12246913580246915,0.02247933884297526,0.07,0.04839506172839508,0.07,0.04839506172839508,0.11881656804733728,0.07510204081632652,0.16722222222222224,0.08859504132231408,0.14,0.08859504132231408,0.10472222222222222,0.025679012345678986,0.11881656804733728,0.037142857142857144,0.10472222222222222,0.10472222222222222,0.04222222222222222,0.07,0.08859504132231408,0.12246913580246915,4.733727810651289E-4,0.0977777777777778,0.04839506172839508,0.11881656804733728,0.07,0.0,0.11881656804733728,0.08859504132231408,0.10472222222222222,0.04839506172839508,0.006530612244897982,0.07,0.10472222222222222,0.07510204081632652,0.10472222222222222,0.10472222222222222,0.04839506172839508]"
7000,83671,761.8400991538556,35.297417934640265,0.06556118625153955,2.914356133945606,1.1831581788447434,1.1304773920020732,1957.1714020228112,0.24434651608307367,0.2951261924888299,5,"[0.23825585727104226,0.25233640011750824,0.2777790162996995,0.24434651608307367,0.24344132806114271]","[0.2839978215861792,0.30576611252535046,0.2885262425377707,0.2951261924888299,0.3055826714735794]"
7000,83671,52.474856327566506,85.82924554996622,8.483597406353947,4.272554213891343,0.8025869857053733,2.768224865022039,1223.5919282057569,0.6541147515221947,0.13197464152009608,94,"[0.6487543717158595,0.6798417334936222,0.6385995156381247,0.6804345592619061,0.6808177230736687,0.6655737433284382,0.6359313038168641,0.6235639119554479,0.6776817688688046,0.6651405064352283,0.649152074676604,0.6498653821099358,0.6668112210571723,0.6586371855396886,0.6651871443167833,0.6535611917272235,0.640189698966197,0.6670301871350399,0.6391555564478972,0.6510321542676131,0.646952325631866,0.682881516198676,0.6618572625987931,0.6870540058803487,0.6750886032170569,0.681070298929954,0.6980752797662002,0.6204299987959387,0.6350746768882748,0.6461243838485553,0.6544578649415038,0.6581315061819324,0.6787346878819789,0.6400814524057572,0.6653684994883138,0.6381745242735444,0.6713360590785958,0.6210504448469798,0.6474374704901558,0.6281972594646243,0.6403971386003806,0.6391463499961803,0.6727599020609711,0.6507369801274179,0.6726994142780482,0.6460084690509422,0.6180354807146597,0.6991254212292373,0.6792798852258158,0.6662675167262937,0.6769229290977297,0.6802148991741331,0.6565419225908301,0.6515512497076237,0.6430697000201917,0.6526565141514249,0.6364222909851392,0.6668314992257875,0.658172339619363,0.6654874906140829,0.6385937175100893,0.6686512113127799,0.6637448259357206,0.6745737441259854,0.6715979556622299,0.6684451176839128,0.6390294119249642,0.6443825275409693,0.6374324724177842,0.6525804384111676,0.6503491999191211,0.660382337863304,0.6118132987173671,0.6823996244078507,0.6251299289235357,0.6192055707499216,0.6898710266914283,0.6421407479755707,0.6535860413164939,0.6941236788692235,0.659183609503729,0.6632637775755006,0.6578020750641038,0.6252168888217146,0.6839098289899586,0.6429343206287423,0.6638331606016745,0.6677327463727883,0.6421165092035606,0.6508506669881079,0.6252665642155537,0.6519622788732529,0.6297504756415796,0.6537716381028855]","[0.08687500000000001,0.12367766360194704,0.11703703703703708,0.09789256198347107,0.16220907297830378,0.10204434829637646,0.11826933477555437,0.11417013682331947,0.171279000594884,0.1319834710743802,0.1290737240075614,0.14926829268292682,0.09737603305785125,0.1285451595457004,0.13994459833795014,0.1593595041322314,0.13094182825484765,0.1371118153010412,0.1366351606805293,0.1254320987654321,0.14031250000000003,0.13393819855358316,0.11610600324499731,0.16478096268253112,0.13481481481481483,0.15450513791238507,0.12861943024105188,0.14152514872904273,0.11209876543209876,0.08171875,0.1427146814404432,0.11855371900826447,0.10962746530314096,0.14963764196863166,0.141875,0.15270321361058603,0.16876543209876543,0.08246913580246915,0.14029478458049888,0.1741666666666667,0.1683045806067817,0.135599173553719,0.16352399737015125,0.13122448979591836,0.11583521955636036,0.14391433670434267,0.108125,0.16315846403461332,0.2180933596318212,0.09989292088042831,0.13196581196581195,0.12709876543209878,0.17425342058298635,0.13119791666666666,0.08927437641723357,0.13802721088435374,0.11958677685950414,0.15367768595041326,0.128641975308642,0.10185595567867037,0.1516326530612245,0.14322863403944486,0.16286653517422747,0.12875,0.15049886621315195,0.20263926446727962,0.12341524364847983,0.13283950617283952,0.11803719008264463,0.11060083283759667,0.104375,0.1731775018261505,0.07177009579341942,0.15173677634319033,0.061059302851969255,0.11132231404958678,0.14029478458049888,0.12049382716049384,0.12193905817174516,0.17603807257584772,0.1247337278106509,0.1614127423822715,0.06799123447772099,0.15024691358024694,0.11191438763376935,0.1068,0.1303703703703704,0.137283950617284,0.1579357175192395,0.19125,0.17037037037037037,0.07774793388429752,0.137965496728138,0.12340264650283556]"
