evolution$generation,evolution$evaluated,gravityDecay,countryGravityDecay,gammaSectors,gammaLinks,gammaOrigin,gammaDestination,finalTime,objective$errorMetropolisation,objective$errorInternationalisation,evolution$samples,errorMetropolisation,errorInternationalisation
6000,73539,13.71136607323928,79.69837703483824,12.55094156049867,1.9192759793536096,0.0,2.419445441787192,100.0,0.8521089761093625,0.08711002066115703,100,"[0.8659066923066344,0.8922390518079589,0.8053912884938986,0.9040026404026966,0.825499176619323,0.8664631480078983,0.8427066663844843,0.8273000781454377,0.8782653878387592,0.8631498347340183,0.8302953094938861,0.8579714366754445,0.8522509180399689,0.8115231251965858,0.8046778638454865,0.8190299515307353,0.8166615620219297,0.8287482987443237,0.8797285356994629,0.8519670341787561,0.8945465450443446,0.8112071313893624,0.8796828149494318,0.8384020395127816,0.9154666867959306,0.8634965867218752,0.8334066437218554,0.8687594284733771,0.7918826675025705,0.8705611678114199,0.9034531421230411,0.8609196468733107,0.8633952193563488,0.8604459125702133,0.8617217778294274,0.8000494230137082,0.9140870385968767,0.8302023253757909,0.8253388469815861,0.8676775431704995,0.8746593401432781,0.8310914836350669,0.8488276372755232,0.8871892079173705,0.8600835834471531,0.8478514440352856,0.8318085750354751,0.8508462845413529,0.8268985698395507,0.8656693586061884,0.8698222398362646,0.8791725211013149,0.9215762555932411,0.8579253559573885,0.837781308750482,0.8233499161327449,0.9018936872543912,0.8508806206581618,0.8628551810216631,0.8655975037129046,0.8282919487642937,0.8557336517300848,0.8611308721621378,0.8382690527955722,0.8366202440028098,0.7943638396084485,0.8580993328101386,0.9080045450119113,0.8107867127998907,0.8751045977544768,0.8270435790832142,0.8560229314360913,0.8188829986137667,0.8212580849270619,0.796943873362876,0.8888218625393233,0.9233224012581848,0.8484742546574245,0.8469484594892454,0.7997878597333212,0.8524851964661775,0.8384759486998067,0.8723144957964107,0.8236055271795559,0.9017508158356273,0.849860724911174,0.8504672184812517,0.8279568624325375,0.8704004664943954,0.8600297870760772,0.8504308403501615,0.8181115270389137,0.915647626878825,0.8733354348464447,0.8146967055642444,0.8580492074167527,0.7966194698510475,0.846521519136283,0.8348071153717285,0.867129100259658]","[0.07510204081632654,0.019999999999999962,0.1325,0.08859504132231408,0.08000000000000002,0.11591836734693878,0.05611111111111111,0.19755102040816325,0.16,0.09777777777777777,0.09777777777777777,0.0977777777777778,0.16,0.1325,0.1325,0.09777777777777777,0.1471604938271605,0.11591836734693878,0.1471604938271605,0.1811111111111111,9.876543209876298E-4,0.0977777777777778,0.210625,0.11591836734693878,0.07510204081632652,0.085625,0.1325,0.05611111111111111,0.17123966942148763,0.1471604938271605,0.16,0.1325,0.10999999999999999,0.023749999999999993,0.041111111111111154,0.09777777777777777,0.023125000000000007,0.07510204081632654,0.11591836734693878,0.085625,0.0213888888888889,0.1325,0.009999999999999953,0.11591836734693878,0.08859504132231405,0.085625,0.07,0.1471604938271605,0.08000000000000002,0.10999999999999999,0.03900826446280997,0.023749999999999993,9.876543209876298E-4,0.04222222222222222,0.023125000000000007,0.07510204081632654,0.1471604938271605,0.1325,0.085625,0.019999999999999962,0.11591836734693878,0.210625,0.085625,0.023125000000000007,0.019999999999999962,0.08859504132231405,0.1471604938271605,0.085625,0.085625,0.019999999999999962,0.08000000000000002,0.08000000000000002,0.11591836734693878,0.085625,0.1325,0.07,9.876543209876298E-4,0.023125000000000007,0.023125000000000007,0.09777777777777777,0.1471604938271605,0.1811111111111111,0.1325,0.0977777777777778,0.07,0.07147928994082842,0.085625,0.11591836734693878,0.04839506172839508,0.085625,0.0977777777777778,0.1325,0.085625,0.04839506172839508,0.1471604938271605,0.03900826446280997,0.10999999999999999,0.019999999999999962,0.07510204081632654,0.07510204081632654]"
6000,73539,2516.682672385326,160.96286791283697,0.12991173054446678,18.765580137940866,1.268413185898834,0.9316727591020366,1958.881707373399,0.22605190161433242,0.3113405527481294,1,"[0.22605190161433242]","[0.3113405527481294]"
6000,73539,27.757929484405107,137.72189032561198,0.6266500131045285,1.1163868231741874,2.358994869643121,0.13244038510019562,1658.107586892334,0.6041427651976783,1.9899372491377632E-4,1,"[0.6041427651976783]","[1.9899372491377632E-4]"
6000,73539,9523.412087664205,141.8460515621285,1.8690980974537517,19.573839931674403,10.312636745526106,1.9260156129574328,1063.6072210805055,0.39914401827154605,0.3311562920335923,100,"[0.4160371649479724,0.40761947266653364,0.4028819888839563,0.3795951715116306,0.39820452023406205,0.3858185107383971,0.4152133065379995,0.4030123288438856,0.39005734185273866,0.3882112841653249,0.39826187193029583,0.39010913444253037,0.39305567844448397,0.41649007589383025,0.3834058087682245,0.39881478653038305,0.3818256434992323,0.3832467373703321,0.41505476345231296,0.40129782011157056,0.40294641162769174,0.4091837387080298,0.39912283518180613,0.395822599099682,0.4027138279300674,0.3912555403249719,0.414623254600342,0.4079477617912074,0.3861979851329751,0.3856610117163083,0.38593133258252954,0.4027089942588934,0.40544720426178993,0.39856404044437965,0.3706205286543537,0.3953148900563386,0.4066386838652938,0.41863084333172806,0.3966571553131222,0.3977023491929117,0.40886935924301115,0.42746666519997123,0.398201144271107,0.40023678983143096,0.38310632557313495,0.39301783275705304,0.3902350134034225,0.3992209103419083,0.38376057063342284,0.3866782932165471,0.3915497481967327,0.4096720033845017,0.3994115846253472,0.39224894726042114,0.3934066812110626,0.39802397415289725,0.3988644143311567,0.397464765890307,0.38729429620004086,0.38863044953949233,0.40271714776054834,0.4012746428716276,0.41676254601784135,0.38010802107669217,0.3936903676862141,0.4088087248636707,0.38828700819256146,0.3998828547180976,0.40653938827296776,0.4015211709194242,0.40823057772643334,0.3992368577282789,0.3812492370928029,0.3927482931615307,0.39266628595994946,0.3969423210511758,0.4140442109774465,0.4093474351849632,0.3990930258178219,0.4008889588794501,0.41419482991879086,0.4091915299846055,0.39916520136128597,0.3958221698380828,0.4389275162431595,0.39882319240727016,0.4061875580799026,0.3797833077338576,0.3994658410670856,0.4134236106988204,0.4022696505483858,0.40423467839539184,0.38557376024333845,0.4125002030670214,0.425735018809414,0.4012676707208308,0.41222595549400165,0.4065545056732438,0.3887334448277435,0.4058417481903216]","[0.3312036771042804,0.33136094674556216,0.3275585789871504,0.3311089069629042,0.33038062283737024,0.33150474799123447,0.33200369344413666,0.33048105348024726,0.3303305785123967,0.33377410468319557,0.3195408631772268,0.3178698224852071,0.3366493236212279,0.31649234693877554,0.33002450434395186,0.3313378684807256,0.321890359168242,0.3273469387755102,0.3163579604578564,0.31573964497041423,0.3355102040816327,0.3349382361390405,0.3275585789871504,0.34081811541271,0.33136094674556216,0.3332544378698225,0.3275248589088955,0.336039206950323,0.33377410468319557,0.3347058823529412,0.33193755739210284,0.3264279155188246,0.33953125,0.3293652445369407,0.33071216028565764,0.3406611570247934,0.33836547291092745,0.33656804733727813,0.3269204152249135,0.336094674556213,0.33377410468319557,0.3333769322235434,0.3313072803015275,0.33207100591715977,0.33136110492314547,0.3330612244897959,0.3329757785467128,0.3328997581295351,0.32387755102040816,0.3341093474426808,0.32387923764547144,0.3301456815816857,0.32676378772112386,0.3310192837465565,0.33102040816326533,0.33040816326530614,0.3280623488309594,0.3331015369110607,0.3406611570247934,0.33428288038087683,0.3395133149678604,0.33202940521274227,0.32872359963269054,0.32810185185185187,0.33224489795918366,0.3278125,0.3358698670898631,0.3361249685059209,0.3230234315948602,0.32951557093425604,0.3370414201183432,0.3275585789871504,0.3288216761184625,0.3212244897959184,0.30736898683149694,0.3301456815816857,0.3372360726377347,0.3347058823529412,0.3351228733459357,0.3451952632905014,0.32,0.3308333333333333,0.3236764705882353,0.33560874089490117,0.33560874089490117,0.34856542743121194,0.3205202913631634,0.318109640831758,0.3229296875,0.3277777777777778,0.32390266299357207,0.33207100591715977,0.33730103806228373,0.31613555291319856,0.3282908163265306,0.3271285364223658,0.337636684303351,0.33785339214450744,0.32387755102040816,0.3264279155188246]"
6000,73539,64.06378018422306,133.50527471943462,1.9253877002677613,0.34496314972102715,0.821960684268528,0.6718118416320863,2000.0,0.3632204258180799,0.060033467391081424,2,"[0.355337610617504,0.37110324101865577]","[0.04399111660698568,0.07607581817517717]"
6000,73539,41.44439656025371,166.1713692346933,1.4990166403250953,0.1597243092773085,0.7212850988123995,0.7002555044994885,1998.4629438575228,0.38438261996476697,0.05374642611934011,3,"[0.37173703171121975,0.4128324722436326,0.38438261996476697]","[0.051092643890427836,0.05990290057693731,0.05374642611934011]"
6000,73539,71.95487613990532,119.5998728268064,1.3892821609165362,0.3709949488922115,0.7556712882119019,0.6663872497386649,2000.0,0.3508915362720459,0.07494754361684966,4,"[0.35117233273753246,0.3506107398065593,0.3591440830202187,0.35000091162721914]","[0.05959162192134426,0.08053694130590683,0.08283463866144541,0.06935814592779249]"
6000,73539,14.534234226601441,45.75500131245675,0.0,3.0876002152083935,0.0,0.0,1496.5828797980987,0.7975815897198817,0.0036322585708335464,7,"[0.7975815897198817,0.7844134073524169,0.8524113896528488,0.7676626783254168,0.8095686008981497,0.7973356917537436,0.8519389006743573]","[0.0036322585708335464,0.005363579213530867,0.0011744470164608556,0.01808895201943561,0.001516955017301036,0.003063896852941672,0.007874525070336313]"
6000,73539,44.34817675378431,103.70377109283997,1.7032528381467764,3.147971578049158,0.5641200178603556,1.153654278960335,1366.231816500294,0.4012948214527744,0.045345563474038675,5,"[0.39939148432487925,0.4012948214527744,0.3968265049452603,0.40565794957181023,0.4241008102665881]","[0.025453758831077533,0.045345563474038675,0.052031063771061536,0.07525787752675389,0.04468354430379745]"
6000,73539,2.0184845563762237,111.69050419202398,6.728116883687013,0.930467103696052,0.47880725446425737,3.880543080946,1221.8430165416848,0.7584308229907544,0.08859504132231408,96,"[0.7712661294079183,0.7539324533169571,0.7411759959668753,0.7454455368918564,0.716673296633562,0.7833046819249398,0.7660872725279071,0.7829531855194309,0.7648503891880876,0.782758139411214,0.7370068661501401,0.730568216313593,0.7424371667441598,0.7330994145686974,0.7299313209583542,0.7754263271510132,0.7753754107642793,0.7296224487758194,0.7492773623261968,0.7666130916974094,0.775358277887418,0.7580457083826028,0.7300029493837561,0.7403550403072354,0.7436216764128993,0.717775701808409,0.7259598708998545,0.7588159375989061,0.7153100859331564,0.7645230403751099,0.7571038614158394,0.7462456419954766,0.7274231945145552,0.7618967177106386,0.7670931188722189,0.7950704401395657,0.7294927067123841,0.782723040005468,0.7860909024372286,0.743649838771357,0.7664975607922169,0.7748408065706014,0.7561486371654689,0.7327007637691696,0.7636535269300306,0.7036895633426314,0.7402234261597116,0.782911704387173,0.7480661988599034,0.7228356771327467,0.7201464147484735,0.7077408749762477,0.7195917942358403,0.7669631677626232,0.7645695604275844,0.7329035102691707,0.7812942630883131,0.7472100101197764,0.7597057558627844,0.7745868369531556,0.7833445227775995,0.7632617669737967,0.7520920540801931,0.7604798539281593,0.7832554983343997,0.7882815456499199,0.7688323126963488,0.7640782681250092,0.7365278033528775,0.7640280631586867,0.7499097695942941,0.7306907995920267,0.7760042564328514,0.7492983761850356,0.722155735156147,0.7509691406055542,0.7642025198441107,0.7646404874584425,0.7713582159002695,0.7648400806385681,0.7551814195739,0.7462886874760256,0.783370458798146,0.7744329564273268,0.7830540681379707,0.7241316445387321,0.7376376388234174,0.7632240550391823,0.7746391764395912,0.7648795800191245,0.7640994073407529,0.7494489191020008,0.8060450133657,0.7234793185179207,0.7619566996994414,0.7534499456121763]","[0.07,0.08859504132231408,0.10472222222222222,0.07147928994082842,0.11881656804733728,0.04839506172839508,0.10472222222222222,0.07,0.08859504132231408,0.04839506172839508,0.13122448979591836,0.07510204081632652,0.05611111111111111,0.10472222222222222,0.10472222222222222,0.08859504132231408,0.08859504132231408,0.13122448979591836,0.11881656804733728,0.04222222222222222,0.07,0.07147928994082842,0.05611111111111111,0.08859504132231408,0.04222222222222222,0.0977777777777778,0.08530612244897962,0.08859504132231408,0.04781065088757397,0.08859504132231408,0.10472222222222222,0.13122448979591836,0.07510204081632652,0.04222222222222222,0.08859504132231408,0.14,0.10472222222222222,0.04839506172839508,0.02247933884297526,0.08888888888888888,0.14,0.07,0.10472222222222222,0.10472222222222222,0.03900826446280997,0.08000000000000002,0.10472222222222222,0.04839506172839508,0.07147928994082842,0.10125,0.11881656804733728,0.14222222222222222,0.10472222222222222,0.16722222222222224,0.07,0.11881656804733728,0.012307692307692297,0.08859504132231408,0.08888888888888888,0.07,0.04839506172839508,0.11881656804733728,0.11881656804733728,0.10472222222222222,0.07,0.07,0.04222222222222222,0.019999999999999962,0.07206611570247934,0.07,0.10472222222222222,0.07510204081632652,0.006388888888888888,0.07147928994082842,0.1873469387755102,0.10472222222222222,0.08859504132231408,0.07,0.08859504132231408,0.12246913580246915,0.02247933884297526,0.07,0.04839506172839508,0.07,0.04839506172839508,0.11881656804733728,0.07510204081632652,0.16722222222222224,0.08859504132231408,0.14,0.08859504132231408,0.10472222222222222,0.025679012345678986,0.11881656804733728,0.037142857142857144,0.10472222222222222]"
