evolution$generation,gravityDecay,countryGravityDecay,gammaSectors,gammaLinks,gammaOrigin,gammaDestination,finalTime,mselog,logmse,evolution$samples
1000,9520.01765529456,36.66384240116284,4.93510240185513,0.9672665353457023,3.4864542210564338,2.684039583199971,1287.637579676204,5.195128562375476,34.23559553822042,12
1000,7242.870334924824,45.18227050354304,0.21939025490176173,0.031822818207196804,1.559279579798289,1.741444519667779,5000.0,4.967684187886132,34.17901317872916,2
1000,3566.4431044511175,51.27490152164422,0.12729460343573873,0.0011047499806505052,0.9784907033219887,1.3145274070368274,3416.3672019667924,5.329350966976357,34.125319770525216,1
1000,6284.67367361337,19.00356495284613,2.5268416462578305,0.0,1.237479947471962,4.805072367722185,1091.2549970850096,5.111388560289679,34.182927395309136,9
1000,3531.512253507891,46.047971882294306,3.1177212271019417,0.006432193115912754,5.4378072861893205,5.627735842013251,554.3057188341177,5.192705637151111,34.22640953325002,10
1000,9446.502699975092,36.635246983283736,5.475509152555698,0.9719081578159694,3.469540301180769,2.672542882287652,1288.5541367130531,5.196391290182618,34.2331776435925,11
1000,2717.9700243443676,42.1568576617073,0.9900852103783284,0.0015083985517416547,1.375963039824487,1.5791654732839853,2529.0584779178444,5.02262122297576,34.15589634949059,1
1000,3565.9044940591407,51.76729024332541,0.12730442878997458,0.0011606954528634137,1.0444411983413422,1.442224053497689,3420.0078907970787,5.19602107014418,34.13190988876375,1
1000,7243.108549050078,45.43299635264123,0.15286114511392848,0.03170119318129649,1.560514648855826,1.372592045440677,4857.1399340149965,5.042595106729419,34.17175294189691,4
1000,5114.81644909253,48.97702041377925,0.0,0.031029297769942232,2.44886980339892,2.1992566271600102,3167.107986373941,5.083615138297481,34.210775938990636,9
1000,2491.7504719199665,50.48962856438779,0.15065913992568897,9.697482701138975E-4,0.9912784990163687,1.6995207296329764,3643.792809625407,5.131856574099464,34.141983932438215,3
1000,3687.899084715229,49.18484291310276,0.22076138454174862,0.025198204346233214,1.0556490875207563,1.8019165330394549,3412.95920949295,5.047011126918474,34.14197171216372,1
1000,3507.3919845582527,51.88867275718933,0.03069387031684091,9.490244716802637E-4,1.0034362557496868,1.7587040688335664,3305.8165594689726,5.122192554066137,34.13805707472732,1
1000,5570.138247531741,48.67063935118843,0.0,0.004572507348932174,1.2298255569150431,2.1640743226974397,3402.5645731983354,4.98505660797153,34.160080246347874,1
1000,7230.495355640529,45.45323064758237,0.21568089798747941,0.0328610667486347,1.57606006762828,1.6780046834642697,5000.0,4.9821935737500365,34.17689322051183,1
1000,3567.9505047700045,49.29478333459365,0.0,0.0,1.367398701900632,2.3280857512828144,3234.452185651911,4.994024699348558,34.17665719140004,5
1000,4745.707064343969,19.704786362360394,2.4646512844410275,9.849182182073912E-4,1.048240625050911,3.3596409636962,1082.3445714514892,5.100746059246502,34.16619206299643,4
1000,5435.8563561477,49.221210656357485,0.0,0.004755131274218427,0.9205119479405657,2.1023103030232853,2596.119034813558,5.104258264522392,34.141225353530736,1
1000,7202.217850993158,47.394877896431055,0.0,0.012198216575892994,1.5730993667887496,2.1148114141530265,4268.889906331482,4.972190777738788,34.182815483221084,3
1000,5924.556656958434,21.469101436494775,2.4445997825218964,6.117565004398354E-4,1.165065895418427,3.7419453029461494,984.5936642654303,5.09792476601096,34.163758355459066,3
1000,7241.420280402833,43.81839160429896,2.346184251108544,0.03180732312046502,1.505660090070711,1.8873906976814092,3525.752343597457,5.010990086283794,34.163488349825016,2
1000,6028.8029434694845,21.25275071126223,2.48889092143405,6.766360660602293E-4,1.1459657072817064,3.4431928727364047,1039.809703488505,5.1053408464760786,34.15001562175458,2
1000,7162.5577614129415,45.19263295663843,0.22456026753468722,0.03313507130559048,1.5706590710358195,1.7197663858682897,5000.0,4.982186426677055,34.17888487443574,1
