evolution$generation,evolution$evaluated,gravityDecay,gammaSectors,gammaLinks,gammaOrigin,gammaDestination,finalTime,objective$mselog,objective$logmse,evolution$samples,mselog,logmse
55000,218044,6196.6459053914095,1.100111283332477,1.056328539299157,1.520997257720265,2.012565347277619,5000.0,4.9078361757347,36.56428268760136,1,"[4.9078361757347]","[36.56428268760136]"
55000,218044,9290.841898977858,0.922489894778406,4.534521870140225,0.8611128653408167,0.9887221046312191,4715.09094758513,6.17470637982938,34.08983577188199,1,"[6.17470637982938]","[34.08983577188199]"
55000,218044,3934.0857744380796,1.0005920661420085,2.974913912167364,1.5741743858928223,2.046593450266376,4964.5002235585835,4.9430130974897395,36.75692100454019,100,"[4.938036001344757,4.953791650579965,4.938619362366385,4.945193419528111,4.943280342831363,4.93563567968435,4.938602598101133,4.946647053804602,4.923803069050165,4.95571312432366,4.970298479156868,4.950420511412577,4.952364537276166,4.948592911923884,4.909965661843511,4.942345085738993,4.967518261888093,4.952402246982724,4.937167894253266,4.938107226204561,4.940282044867801,4.951376126049736,4.946943325348802,4.934344101905607,4.960690136888562,4.9168794919195795,4.95037617513402,4.947959309105084,4.93740509793105,4.964400710059433,4.9401165106479255,4.927043386821354,4.948799075148376,4.9394975929332015,4.942117688188793,4.958429285679246,4.972459596121183,4.9369430553730345,4.932550243174407,4.934056048066879,4.937270211463113,4.939388473507484,4.948003953072745,4.919628475214712,4.9513555465782195,4.959849991567818,4.932958830412256,4.930552658838763,4.9331994817695675,4.953890035785724,4.931938608274415,4.921293063748111,4.957414268629447,4.956283844120248,4.932986198313337,4.981308276129658,4.963990017316123,4.955217823654962,4.945406917589735,4.962715252355671,4.933617189428678,4.952653810725213,4.942597325478189,4.9180754158100415,4.932244008705851,4.94496795281475,4.925578148432293,4.9483069961542885,4.987432403769437,4.959113181339886,4.923722569202229,4.966415720111706,4.9597415594429135,4.911177945790667,4.923066365955625,4.942745852148117,4.96032759439191,4.944955268038047,4.933258751595298,4.944630067135476,4.9162512410454005,4.9316671591049435,4.950414298111793,4.931201249354564,4.937992164720675,4.9404366367832395,4.967885136294438,4.928846327045371,4.92611537307221,4.948155694902975,4.947040750012429,4.979796036812625,4.921749706905353,4.9237961795769225,4.944732480052654,4.95436399113363,4.93108436124554,4.9388389634572185,4.954427395328018,4.945417959870768]","[36.82599449094094,36.75286293249304,36.78235766159744,36.78326653238537,36.82509298115794,36.7027586902115,36.85507449131315,36.785724559008614,36.75691475140574,36.722600678104946,36.731078228946004,36.80851627430025,36.712418578636075,36.780680665838176,36.79678799893725,36.77718625428094,36.70786944262514,36.73148362245534,36.751216967190906,36.707443373907104,36.83486219701935,36.748683040253006,36.7416130576649,36.75832967703735,36.778975616504056,36.77848362498089,36.79251976917416,36.79889775578757,36.76824084952256,36.781427751923246,36.7926944676417,36.78095420053222,36.67397218035556,36.72575117760239,36.78605138213194,36.85936707217201,36.824359382587986,36.76727897546242,36.73287815757399,36.70927268661906,36.824279833473355,36.660465477652586,36.77303275922385,36.753603438104356,36.721199185352624,36.85279096568007,36.77311844488313,36.745664251670355,36.71348307055101,36.72502339536265,36.7200528308699,36.857502211523204,36.72285444806801,36.79406798469022,36.78610783419547,36.807538953280506,36.76039991066811,36.762945794672405,36.73211532274571,36.73329667085214,36.79811331491593,36.734438984674924,36.74301823033928,36.76151578628566,36.689426613756375,36.80780905339215,36.723973082828,36.7189147726753,36.80783191648954,36.73814690325378,36.7098654264456,36.71046688187878,36.777341992044306,36.749729736350176,36.75692725767464,36.716685456409834,36.70853440817008,36.73042133238658,36.78264737239946,36.729767975070075,36.76124755846393,36.711616055145555,36.81422504650945,36.76770754272034,36.75178616446765,36.73847583841405,36.7131520648083,36.74001440692384,36.7304732325758,36.77081410978364,36.665729707762985,36.78209691423592,36.75815843262753,36.802329294964025,36.68197052841645,36.718612797633696,36.63793009955428,36.7650444813481,36.71450607617631,36.764564166603016]"
55000,218044,10000.0,1.69113839528849,17.58135666130795,1.2843712676045604,1.816636415319834,3544.401772446749,5.018195625820845,35.62023234930028,100,"[4.990043608629979,5.0468502878781685,4.98544341296491,5.02065443940124,5.008851541871616,5.008105487905395,5.015553280619437,5.038515361137015,5.02277547673229,5.000184052039456,5.000602512505164,5.00446828805748,5.002256608905929,5.0181420886091255,5.011522482284243,4.994609311449056,4.969453068938579,5.008121185998068,5.001415243662964,5.0259844991478015,5.049149895197361,5.001414746986409,5.018430675649065,4.980478581465052,5.002441841082855,5.0168330545932,5.022644496775483,5.017068845927609,5.007839831942289,4.995375402668159,4.968984481737238,5.032349560693574,4.982280967123647,5.019209920855144,5.053260177265983,5.006017187758311,5.043635778547828,5.043873190891956,5.048049875639741,5.029203222282214,5.0344339852138305,5.015801651002446,5.055051914250692,5.0123606821246165,5.0497169630999545,5.018180032411206,5.032877807746758,5.039058018467347,5.018211219230484,5.0386858523283395,5.0065041069552025,5.038827711029484,5.0432029917673935,5.012218530857089,4.993590734589131,5.0199211366875724,5.025850469576067,5.057075452323786,5.036277665428197,5.0200632386182145,5.035506718611962,5.024095685939712,5.0019336697069985,5.02673644897845,5.001779869660619,4.996004881251285,4.998377045854,5.024359380553604,4.989129769810729,5.000489486650442,5.0488646289761085,5.000885397873558,5.013972637289682,4.989289216175766,5.044197856203742,5.0191225417187955,5.01572646444781,5.0154292675381225,5.000006519369044,5.037227215826048,4.986434750165263,5.022747506637519,5.023384007266787,5.023938178983061,4.986744721094989,5.031238260739814,5.035200593599035,5.027287535924648,5.012304160885891,5.000798727392206,5.039865102172032,5.008222413610022,5.053018842984244,5.009873732089824,4.992274264906757,5.039936430162934,5.022364852057216,5.049798674274766,5.057794179653903,5.0210264024373155]","[35.60409352993502,35.653627773344624,35.60445689368853,35.5739293241162,35.60353150211053,35.714375541496324,35.60426950719258,35.62456795886304,35.50088647435551,35.67860976425856,35.63063781626889,35.68147660857732,35.61344728822924,35.58926722321564,35.642882185622916,35.65788401034649,35.67784166294865,35.5800631779398,35.56109553156595,35.62635776796321,35.689426551456314,35.64003637261588,35.6057542618003,35.61325700409321,35.67470314966413,35.62202317442442,35.58710349411411,35.56667950238116,35.50020678669219,35.576186115959956,35.64453497477319,35.60022081685498,35.57160561458621,35.76096033744541,35.543709124392265,35.65666968107624,35.694528286649124,35.49601394435512,35.63020827126269,35.50416519028509,35.54038303337077,35.63842254716467,35.7371219324757,35.65045603113075,35.59069567316974,35.6155877311901,35.56981231661775,35.65942942800503,35.60607704861206,35.592638012444375,35.704652153736795,35.60085921279838,35.61915807547685,35.660033454847266,35.67871664756768,35.5427900468709,35.574168776362846,35.59944404419445,35.54308534497063,35.60975021642015,35.59067575164613,35.53803796839974,35.62621446618713,35.61936690537089,35.618592212181575,35.63193049767349,35.72203640510635,35.64298476660623,35.65143721970466,35.623525472718924,35.64865366994936,35.56497604201288,35.621097793229666,35.71771084139008,35.642600194535234,35.66471624111431,35.63361485674812,35.63357153440135,35.69273737350768,35.60522562472367,35.655721425064606,35.57901440752844,35.56169040449032,35.658145878248604,35.540747456295875,35.60435355749269,35.6473226764664,35.54602257020221,35.63609690164523,35.57963049138036,35.60149633200777,35.660772894038175,35.610500488515534,35.6307825136458,35.61070411489323,35.662407450400515,35.651802816182226,35.56324384111306,35.70671957653824,35.67858550982116]"
55000,218044,7966.56803162482,0.8491148756232096,10.168426938289123,0.8670164422226955,0.975423810427304,4326.878827526507,6.141842502124743,34.10185680698614,1,"[6.141842502124743]","[34.10185680698614]"
55000,218044,5873.0966422460015,1.265839036584881,8.38814823746903,0.8811678083041613,1.006950784199799,3823.0837129391725,5.961493864073904,34.12421571422601,2,"[5.955456189749545,5.967531538398263]","[34.10752367274368,34.14090775570834]"
55000,218044,10000.0,0.4844255904293987,12.013589743780948,0.872423808893436,0.9363256896517711,4460.249049994871,6.199328224962141,34.10598522854425,3,"[6.199328224962141,6.203911456118494,6.1662811916831375]","[34.095993245495194,34.107065008237676,34.10598522854425]"
55000,218044,1385.8675362622757,0.07557616950588208,0.795007004424886,0.7781053320272258,1.2592979962460111,1469.4403098223495,5.313629941072319,34.440245684546746,100,"[5.287843729915352,5.336469371843683,5.317296231537003,5.2544247371226,5.279308750892573,5.354142813705398,5.327925423910662,5.337098666350908,5.282310501811027,5.320734523965975,5.333796905326555,5.275564999374651,5.3088123962263385,5.263738762645701,5.327074704245895,5.261803035945404,5.318025686388031,5.290503363144161,5.320291641750291,5.312656299850263,5.292412987179534,5.310601417257899,5.289789452210734,5.3456686219385166,5.31483260273729,5.333399918675399,5.300397362144533,5.302693431758967,5.2921281605174215,5.300327345855703,5.335270091892979,5.304788913070335,5.310248405333374,5.271385813799438,5.299741990293732,5.356075285916893,5.362198879902507,5.281557385279355,5.291579707626954,5.335301009259521,5.31779499289168,5.338558071444924,5.321198718501545,5.302697582768242,5.291403009783143,5.262137147641378,5.2834633580271175,5.30760927919703,5.30843342268397,5.3013006578592305,5.325080018538143,5.264419610866938,5.3214677584337835,5.31635655800208,5.327082140605881,5.318665159213816,5.3018811343351375,5.246995451919903,5.323381210033595,5.272385026760149,5.323078300917119,5.3318256685356795,5.30204186583523,5.29832376656216,5.327830022489166,5.29964877150737,5.367321570796489,5.3346449822171635,5.314638424927128,5.282299368689419,5.347031282326384,5.326608439830202,5.284611294211311,5.33345754925444,5.337128160601272,5.289428245387774,5.323096127888655,5.275659424884347,5.3328342972707805,5.314199490704365,5.275247877569245,5.333251514184543,5.348015070435537,5.318541159487675,5.232569055041936,5.366933322578481,5.272092625115466,5.314738679518927,5.312300806031377,5.320954783121932,5.308599580385044,5.310558134190942,5.32355884344319,5.307028161948939,5.321942682382136,5.309670831237918,5.325104310795918,5.342156124125399,5.313060391440275,5.319749862267716]","[34.510170205387034,34.37157251846254,34.43256721544584,34.42566076016925,34.36305123193198,34.46626203604345,34.43943037470331,34.46020471772112,34.44929921447767,34.42122091238797,34.42823467378511,34.5122139675352,34.41278595920111,34.47794943231643,34.40108663844079,34.36992811372782,34.41537907228915,34.40505986336771,34.471498078871335,34.439092754363095,34.49075695942143,34.41140648906404,34.36565037792461,34.53922640608582,34.40212172338469,34.42549288061262,34.37998401445282,34.4293859677454,34.540682902936304,34.45867834143616,34.48233017230014,34.403089236879,34.439720898168616,34.53508003673773,34.40175151939355,34.40001269560669,34.417262393869976,34.51783062742149,34.45623081588196,34.409699263029935,34.52522973123885,34.38653632921808,34.41371888311391,34.49895923284619,34.48240247804064,34.458303423104695,34.4999703689106,34.46862551819278,34.462127379531815,34.44421065117251,34.42677272993162,34.437124440213005,34.40353493918372,34.48489962454445,34.39717688750067,34.42573511016729,34.423120092554235,34.49651480941177,34.4343645686752,34.483889287040014,34.44755751142724,34.41578512966342,34.440770470924875,34.490572384970264,34.470831485356676,34.496109648986966,34.41419560689121,34.53822945997922,34.443902679984845,34.45840724424573,34.4333132367644,34.535733311953784,34.48621172025525,34.44359446686269,34.43298957379762,34.52769877362895,34.424350628620985,34.477527828564476,34.43510861440479,34.4844872815693,34.564815704164616,34.49337887560407,34.41323504990298,34.4311478478477,34.453361182481686,34.50626526933501,34.49640056816897,34.46794214194265,34.43947563229196,34.428581919069515,34.410069817074806,34.51740177651747,34.3830073131802,34.49211491998392,34.38998042858946,34.50120045015952,34.4396903163224,34.41107617513885,34.47746017547866,34.434525101306264]"
55000,218044,8307.917018327711,0.9212426795067106,10.457561565272318,0.8831774993301357,1.0774621869382566,4977.561459959713,6.024954590219711,34.122606966387835,4,"[5.9595394598978,6.051628907130475,6.026946693739796,6.022962486699625]","[34.10683017032566,34.11877840964661,34.12643552312906,34.159939823252714]"
55000,218044,3298.4347893263744,1.244480082640417,9.584633892896212,0.9440098567603239,1.199469888319626,2279.779076837749,5.385304535035027,34.34969770233177,100,"[5.331552417604686,5.379484927748492,5.349267208590658,5.343505447279482,5.383425885272473,5.411003892647338,5.390246330105146,5.397238362906561,5.384303169247048,5.428192697361753,5.4173514687484605,5.421683469726632,5.323841690698429,5.403193010373365,5.42842141372583,5.387555637135851,5.3510728862633155,5.442233795204764,5.3969632730782715,5.335730729198812,5.388320954184585,5.35390452571941,5.407515458419141,5.356154436003877,5.379369441035845,5.399788998669055,5.33662593126628,5.382167250557477,5.402880653468092,5.351431585534245,5.382151380981222,5.341347330487569,5.371920149889529,5.334339034439256,5.401078944845611,5.357346400772478,5.430312397507907,5.390731585574306,5.4419687347431775,5.358953073723182,5.364481022668533,5.35575654556604,5.363898816340162,5.379564073835345,5.419959887038664,5.398896890677991,5.451918456790325,5.416871876915954,5.367265028137634,5.394769739117148,5.443182854051478,5.339381094732831,5.4289067348857545,5.383942902612928,5.371541774347151,5.467341838321451,5.4053876397623695,5.429943290026306,5.394021348492071,5.355652092025848,5.373564375279723,5.368060097332433,5.398233399839008,5.4156137699473925,5.3589266479797475,5.311857005711194,5.371148741455552,5.425233213642977,5.38483432502919,5.376957531740848,5.397391905284748,5.390357392110203,5.424279014162961,5.3538351932668915,5.343366904106851,5.372356905303751,5.40427538983873,5.398443488643233,5.379422006320128,5.395972444780371,5.417035738886635,5.385774745040863,5.394961823836313,5.404283391701766,5.37512439558738,5.392214432970063,5.431852693410612,5.423980492190868,5.3830421004457865,5.372559909515931,5.390757998981518,5.369060772345269,5.409016997495935,5.381426161530509,5.377403520357544,5.437105679123659,5.420757771481553,5.370683627191713,5.369355610677053,5.379873249946599]","[34.36607761680213,34.30431812667932,34.32054532540415,34.34855550654589,34.30857007969367,34.34647228178723,34.36286350247167,34.309314223423996,34.332689949693965,34.38113173060107,34.37679380124428,34.3999136936246,34.323708418805985,34.417333612901864,34.37668834800271,34.31132989370653,34.302233374015444,34.361636615601235,34.36906896958136,34.33264501085654,34.34054712816925,34.39562622175177,34.36260916320944,34.38496114068936,34.34263375663503,34.37326344380369,34.38434116949239,34.30423181919774,34.37108532851489,34.39073353064046,34.335807393820595,34.30645471978103,34.33400190743841,34.43677190973082,34.34138443635188,34.39953140488834,34.321633747570246,34.36200076422203,34.35880811761329,34.35897946569904,34.41197818971655,34.33727929443193,34.364626249074966,34.29567551482694,34.37514510305459,34.33496842961943,34.40037816127781,34.27814004469935,34.30953607115626,34.31406843508413,34.32764693258653,34.366757355320004,34.36105412537815,34.384643917402,34.32940188366615,34.32962102741953,34.34217039134684,34.30523154944945,34.365475140416066,34.27142910439031,34.32226136533917,34.41333211032456,34.380162065089614,34.35083989811765,34.33837760439251,34.34308494769476,34.24249620411013,34.35493754896152,34.389201214284405,34.36125294535509,34.41989839920097,34.32620432405177,34.33749783874368,34.34071395385232,34.326137493351936,34.361113606649454,34.419704304711914,34.312386012604186,34.40065619283664,34.337420962894754,34.29727651978974,34.34209812112872,34.35246849881289,34.434069803743924,34.360560740140365,34.42734743282114,34.324292269974414,34.2721037572357,34.38721711748059,34.38916412173086,34.27239567298152,34.365751219161304,34.381867075986996,34.356135232599556,34.47603084112106,34.33580776279083,34.29885738384286,34.38966583632786,34.32433776717612,34.28211544692259]"
