id;name;time;x;y;country;turnover;sector0;sector1;sector2;sector3;sector4;sector5;sector6;sector7;sector8;sector9
8;Innsbruck;0;11.4013600495351;47.2395134886423;1;9150809;0;0.0250416110750427;0.0562737130673365;0.224930932336146;0.299535265133389;0.0388406096116748;0.199911177252197;0.0416281227157074;0.110048084273205;0.00379048453530174
11;Bredene;0;2.91101411581841;51.1640721673885;12;6852506;4.83034965602365e-05;0.038004490619928;0.0342483465173179;0.0452863521753939;0.22145358209099;0.00971907211755816;0.0513454493874212;0.565876775591295;0.0171921046110722;0.016825523392464
15;Sofia;0;23.2954805327951;42.6823383723719;23;33295190;0.0053935718642843;0.0283151410158645;0.101598729426082;0.154681892489576;0.518082972345255;0.034576646056082;0.0974313707175121;0.0269896042040907;0.0217990046009649;0.0111310672802888
42;Limassol;0;33.0347681288182;34.7032143618129;25;26790617;0.0953852611905131;1.15712153997797e-06;0.000291557301573159;0.00760206455864753;0.633626056465963;0.100296010353177;0.155601530192455;0.00463233078954471;0.00220678008274315;0.000357251943842876
43;Pilsen;0;13.3774678876757;49.7107160976581;26;9172018;0.012715086254737;0.101468400956038;0.443388357938242;0.0689066462800226;0.238735248884161;0.0321328414314058;0.0237482089546706;0.0164093659650472;0.0560694494930123;0.00642639384266363
44;Heerlen;0;6.18443912432943;50.8332623442097;3;14518788;0.000103314408888676;0.1043700755187;0.226205727365122;0.198004199799598;0.133466512494018;0.00820894967265863;0.0869750973703866;0.179619400737858;0.0466222111652846;0.0164245114674861
46;Aalborg;0;9.91808851896387;57.0497968599887;27;4702910;0;0.0725178665974896;0.0607949120863465;0.0900217099625551;0.287053547697064;0.000647046190550106;0.375785205330317;0.112998122439086;3.14698771611619e-05;0.000150119819430948
53;Los Cristianos;0;-16.6933907379591;28.081289894062;20;2123148;0.00406189300039375;0.000647623246236249;0.0012514436110907;0.00278642845435175;0.197020179469354;0.440401705392182;0.196746058211674;0.115022127520079;0.0215985885110223;0.0204639525836164
54;Tallinn;0;24.7640638851422;59.394340825413;28;18727390;0.00369501569626093;0.0482867607285372;0.106641608894779;0.0741225552519598;0.513621599165714;0.0747465610530886;0.0955812315544238;0.0458189315222249;0.0295210918339395;0.00796464429907211
56;Turku;0;22.2967043367205;60.4856157953462;29;17315043;0.102362032828911;0.182412252744622;0.144834754380916;0.124063336140719;0.180329208538495;0.0422358754754464;0.0803211981627767;0.108556011093937;0.0290825151286081;0.00580281550556935
58;Brest;0;-4.46677421821772;48.4563693092639;2;7630451;0.00459592755395454;0.0409498730808965;0.0194905910541854;0.0206779389579987;0.513249741070351;0.0639080180188563;0.262278075044319;0.0200188691336855;0.0478497273621179;0.00698123872363508
60;Londonderry/Derry;0;-7.2765519277416;54.9504981940368;22;172693;0;0;0;0;0.156306277614032;0.320204061542738;0.196458455177685;0.100102494021182;0.194582293434013;0.0323464182103502
69;Ioannina;0;20.8390664647173;39.6604285166108;4;195639;0.0261706510460593;0.405946667075583;0.267109318694125;0.00354734996600882;0.293131737536994;0;0.0040942756812292;0;0;0
75;Rijeka;0;14.4069966219654;45.3580575577626;24;1153094;0.00788053705942447;0.0359857912711366;0.0509273311629408;0.169963593601216;0.419191323517424;0.207063777974736;0.0286767600906778;0.068815725344161;0.0113199791170538;0.000175180861230741
77;Sopron;0;16.6171316459865;47.6688289987061;5;14011;0;0.0132752837056598;0.0842195417885947;0;0.723859824423667;0.0361858539718792;0.0580972093355221;0.049032902719292;0.0200556705445721;0.0152737135108129
80;Galway;0;-8.9852659798668;53.3077310405046;6;1755900;0;0.00170909505097101;0.0399174212654479;0;0.144202972834444;0.0277806253203485;0.652005808986844;0.0125855686542514;0.103672190899254;0.018126316988439
85;Turin;0;7.6640532194897;45.046639121847;7;124685616;0.000737446731626205;0.0411850152787471;0.41634993406136;0.0480743905535984;0.182017908144272;0.0256173655187299;0.135576825477608;0.128679662616416;0.0159682492966951;0.00579320232094775
87;Saint Helier;0;-2.13522525875919;49.2060995653705;8;234339681;0.834108735515433;0;0.000431813338518627;0;0.0793383985190284;0.00644851948910863;0.0001383589832573;0.0789253357394474;0.000608838415206343;0
103;Luxembourg;0;6.11780887612033;49.6281078975137;11;344122691;0.000252407069547181;0.00998576115400655;0.180239794184336;0.00113719615193873;0.250796370763008;0.0171444056271198;0.226377425951258;0.00446844698189344;0.283860235185712;0.0257379569311807
104;Liepaja;0;21.0767644980418;56.479484395013;9;773145;0.117593724333728;0.0206856411151854;0.162158456693117;0.0174236398088328;0.626753067018476;0.0406896507123502;0.00900219234425625;0.00376384766117611;0.00166980320638431;0.000259977106493607
114;Valletta;0;14.455378794213;35.8860188139256;13;20418350;0.025161631571601;0.00841507761400897;0.0122001532934836;0.0188305617251149;0.0866722335546212;0.0427800483388717;0.331338575350114;0.125726809463057;0.125525324034508;0.22334958505462
140;Szczecin;0;14.5967695138068;53.4011228154549;15;5795932;0.00607011952521182;0.054126411420976;0.208589921344833;0.0927222748645084;0.362269260577936;0.211108929504349;0.0363132279674779;0.0206786415023503;0.00640052367764149;0.00172068961471598
143;Funchal;0;-16.9303977019321;32.6730309871926;16;7935494;0.000692332449624434;0.00479125811197135;0.00151080701466097;0.0303928148644558;0.255747657297706;0.098018850496264;0.280963982834591;0.279629346326769;0.0400946683344477;0.00815828226950962
148;Timișoara;0;21.2465911252475;45.7542130759872;17;2006554;0.00439908420107308;0.12911788070493;0.656632714594275;0.0817167143271499;0.0819055953639922;0.00422216396867465;0.026246490251446;0.00171737217139434;0.0140419844170653;0
164;Ljubljana;0;14.5263628054739;46.073409901344;19;21518316;0.000713066951893447;0.0217210305862225;0.0918908338366255;0.107552235964933;0.621434827892666;0.0227660473059323;0.0822787433737844;0.0451977282980694;0.00425646690939942;0.00218901888047373
165;Gothenburg;0;12.0824535292088;57.7442765966772;21;190463789;0.00139016976082525;0.0114932713010345;0.20180680118676;0.015687569882378;0.203210579833629;0.0341984690853756;0.114171229681879;0.397965310875969;0.0158116722124015;0.00426492617974748
199;Salzburg;0;13.0851259587833;47.7967795340819;1;63734165;0;0.0105512012277873;0.0144829072444897;0.028959648251452;0.394076348219201;0.00675992224892254;0.159649851849475;0.375893918120681;0.00962306480362612;3.13803436508504e-06
202;Bruges;0;3.24709379495624;51.174242483571;12;4022215;0.0072840462282598;0.121997953863729;0.226435434207271;0.0445746932971012;0.256097946032224;0.0111281967771489;0.0660765274854775;0.110228070851508;0.113132937945883;0.0430441933113968
206;Pleven;0;24.6011438319279;43.4090306803046;23;247422;0.0584911608506923;0.103030450000404;0.0974569763400183;0.04942567758728;0.560847458997179;0.0208429323180639;0.0604998747079888;0.0265821147674823;0.0209075991625644;0.00191575526832699
226;Nicosia;0;33.3312622926917;35.1190550767757;25;31559;0;0;0;0;1;0;0;0;0;0
227;Ústí nad Labem;0;14.0035975268499;50.6625750211624;26;3985548;0.0018243413452805;0.0808581404614874;0.28516329498478;0.159019286682785;0.287249080929398;0.015046864320791;0.00670346963579412;0.0154676345636786;0.142209051302355;0.0064588357736502
229;Aarhus;0;10.0192974656936;56.2021692671965;27;4566056;6.2417105703478e-05;0.0508000777914244;0.161238057527109;0.0223843071569862;0.343095660675209;3.06610343806559e-06;0.362685433555786;0.00655817624663386;0.0531728038377103;0
236;Puerto de la Cruz;0;-16.5478067023737;28.373762707643;20;502979;0.0098791400833832;0.00127241892802682;0.00546543692679018;0.078102664325946;0.16704474739502;0.134452929446359;0.0454651188220582;0.1838625469453;0.194771551098555;0.179683446028562
