from_fua;to_fua;time;weight
1445;5615;0;3683900
1445;5770;0;1941900
1445;60;0;76500
1445;624;0;25050359
1445;654;0;1159500
1445;657;0;1279400
1445;687;0;726093243.2
1445;75;0;0
1445;761;0;207733229
1445;790;0;34104495.74
1445;8;0;2520000
1445;815;0;178460700
1445;823;0;75300
1445;833;0;1246700
1445;85;0;9176800
1445;893;0;40941842
1445;927;0;661700
1445;954;0;159100
1445;959;0;6142500
1445;964;0;35002255
1445;993;0;18338100
148;15;0;40300
148;881;0;41600
1488;3016;0;33200
1494;1069;0;48500
1494;1766;0;121809.6
1494;2008;0;53700
1494;310;0;207907.5
1494;3147;0;23300
1494;4156;0;13000
1494;4523;0;999400
1494;4589;0;210100
1494;746;0;700
1494;952;0;25600
1496;1768;0;39207.84
1496;1933;0;3570930
1496;2085;0;43300
1496;2702;0;7901822.89
1496;3353;0;86400
1496;3759;0;7166585.03
1496;824;0;101800
1496;954;0;4484622
15;1003;0;-56372
15;1121;0;13440
15;1177;0;7800
15;1427;0;51747800
15;1600;0;61200
15;1623;0;9435
15;164;0;84300
15;206;0;2565807.3
15;2168;0;910800
15;279;0;5900038.18
15;2988;0;57600
15;3222;0;419100
15;3360;0;6400
15;3502;0;37100
15;368;0;5781430.57
15;3881;0;12690
15;410;0;122800
15;4333;0;1740
15;5004;0;12325
15;518;0;5270772.07
15;5288;0;82800
15;556;0;0
15;56;0;1397.76
15;661;0;4640114.05
15;797;0;22107070.92
15;927;0;12086036.72
1508;2019;0;27701.3
1524;1160;0;1800737.89
1524;1309;0;1988500
1524;1445;0;100
1524;1529;0;361500
1524;1600;0;2178700
1524;165;0;1028500
1524;1877;0;6625000
1524;2312;0;2700
1524;2659;0;91028300
1524;2700;0;192500
1524;2702;0;6798900
1524;296;0;2196000
1524;3093;0;390000
1524;310;0;4637500
1524;3147;0;1864400
1524;3222;0;2860876
1524;329;0;4073000
1524;3311;0;2142000
1524;3793;0;1800000
1524;3799;0;2329900
1524;3949;0;8778700
1524;4158;0;587100
1524;4523;0;1857900
1524;481;0;4000
1524;536;0;370000
1524;54;0;436300
1524;595;0;11360926
1524;657;0;10333700
1524;815;0;617300
1524;881;0;29850
1524;993;0;9267200
1529;1116;0;527600
1529;1389;0;1211700
1529;140;0;0
1529;1433;0;149288.4
1529;1711;0;24198000
1529;1798;0;8804.6
1529;1961;0;11568
1529;2037;0;786358
1529;2112;0;160448
1529;2186;0;36369100
1529;2397;0;1292100
1529;2663;0;8475079.64
1529;2725;0;2000
1529;2787;0;10010623.54
1529;2960;0;713200
1529;3016;0;479900
1529;3068;0;239800
1529;3171;0;231581
1529;3222;0;11859500.42
1529;3323;0;243495
1529;3558;0;281500
1529;3601;0;3609600
1529;3644;0;24603.57
1529;410;0;0
1529;461;0;296200
1529;4946;0;120600
1529;5373;0;89300
1529;815;0;150000
1529;833;0;7700
1531;1623;0;5485.11
1565;1160;0;1572632.4
1565;1269;0;1708732.72
1565;1427;0;8554900
1565;1656;0;646085.6
1565;2702;0;444877.8
1565;3200;0;426100
1565;3302;0;404415
1565;536;0;75500
1565;657;0;781172.48
1565;964;0;30300
1587;1713;0;106200
1587;2008;0;274848.87
1587;2302;0;140430
1587;2439;0;16445
1587;2700;0;24900
1587;2822;0;132.86
1587;3147;0;29300
1587;3300;0;7867.06
1587;3351;0;14289.66
1587;3626;0;16572.73
1587;3909;0;12512.58
1587;4589;0;14812.44
1589;1185;0;183438
1589;1397;0;2424372.32
1589;2304;0;45400
1589;954;0;301400
1600;1003;0;329969.41
1600;1006;0;0
1600;103;0;51774329.65
1600;114;0;90497.94
1600;1177;0;38400
1600;1178;0;1716500
1600;1185;0;0
1600;1269;0;7021443.3
1600;1286;0;1733400
1600;1287;0;1213500
1600;1309;0;110760514.17
1600;1397;0;24168
1600;1410;0;1028058.02
1600;1427;0;5785900
1600;143;0;-318660
1600;1436;0;18830915
1600;1445;0;6859300
1600;148;0;44600
1600;15;0;1180130
1600;1508;0;1139105.62
1600;164;0;1061572.55
1600;165;0;1061600
1600;1690;0;54511426.59
1600;1711;0;6553500
1600;1778;0;4608892.67
1600;1798;0;122300
1600;1863;0;26565327.24
1600;1943;0;81791567.91
1600;2008;0;927000
1600;2019;0;1960825
1600;2086;0;17200100
1600;2094;0;14811535.01
1600;2114;0;3130299
1600;2168;0;48182.35
1600;2188;0;379480
1600;2227;0;5504800
1600;2242;0;261843.6
1600;2261;0;54100
1600;2304;0;8731100
1600;2312;0;97376245.57
1600;2374;0;220500
1600;2381;0;1464852.72
1600;2449;0;270778327.94
1600;2507;0;155455600
1600;2515;0;948423.8
1600;2581;0;1790044.49
1600;263;0;924385
1600;2637;0;223400
1600;2647;0;69060
1600;2663;0;17093700
1600;2665;0;7685
1600;2702;0;293355123.57
1600;2710;0;4878210
1600;2772;0;24392602
1600;2787;0;98706
1600;279;0;468200
1600;2832;0;33665410.52
1600;2883;0;1855100
1600;2891;0;18157204.98
1600;2901;0;5641700
1600;2946;0;4173935
1600;296;0;1838353.35
1600;3002;0;6011943.16
1600;3016;0;673064.9
1600;3041;0;1522100
1600;3044;0;71700
1600;3093;0;21496875
1600;3099;0;777500
1600;310;0;2245844
1600;3106;0;389925530.28
1600;3147;0;64383358.12
1600;315;0;600
1600;3157;0;91740199.19
1600;3200;0;1768000
1600;3208;0;107200
1600;3222;0;10416868
1600;3259;0;7569401
1600;3297;0;2332400
1600;3304;0;2163700
1600;3311;0;6782656.06
1600;3323;0;69400
1600;3360;0;13910780.42
1600;3407;0;52590
1600;3454;0;1303053.1
1600;3490;0;7864700
1600;3502;0;269579.37
1600;3539;0;95847800
1600;3548;0;3284900
1600;3583;0;62832
1600;3592;0;801361.76
1600;3628;0;263900
1600;3635;0;718980
1600;3644;0;600
1600;3679;0;5081125
1600;368;0;86790
1600;3718;0;2280920.46
1600;3725;0;1325700
1600;3759;0;10990833.09
1600;3766;0;1532156
1600;3793;0;2117900
1600;3836;0;650700
1600;3869;0;8e+05
1600;3881;0;390580709.41
1600;3906;0;6145700
1600;3911;0;18300
1600;3948;0;694960.98
1600;3955;0;202399760.24
1600;3982;0;138003600
1600;3984;0;1373936
1600;3990;0;171900
1600;4025;0;6000
1600;4054;0;363700
1600;4094;0;62577
1600;410;0;4832600
1600;4125;0;424100
1600;4158;0;235100
1600;4164;0;308645.04
1600;4192;0;15772700
1600;4198;0;200683.64
1600;420;0;29572
1600;4226;0;3268100
1600;4232;0;4543105
1600;4261;0;63145100
1600;4293;0;242000
1600;4299;0;3870344
1600;4327;0;113575.44
1600;4333;0;35644921.3
1600;4391;0;30591
1600;4393;0;586200
1600;4426;0;608400
1600;4459;0;0
1600;4465;0;236907.2
1600;4498;0;11676487
1600;4520;0;298500
1600;4523;0;39559182.74
1600;4628;0;79003.8
1600;4658;0;449944.32
1600;469;0;9799330
1600;4716;0;19780
1600;4736;0;680000
1600;4744;0;1100
1600;4771;0;2710040
1600;4792;0;6596900
1600;4796;0;60600
1600;4821;0;79200
1600;4867;0;68782400
1600;4929;0;13811.81
1600;4946;0;277854142
1600;4979;0;173700
1600;5004;0;791775.44
1600;5028;0;57132
1600;5051;0;1634000
1600;5067;0;663100
1600;5071;0;98209.4
1600;514;0;704912.36
1600;5288;0;65791473.97
1600;53;0;3481.8
1600;536;0;18548400
1600;54;0;8234300
1600;545;0;2842800
1600;5454;0;376100
1600;556;0;0
1600;5582;0;1467200
1600;565;0;3383059.92
1600;5756;0;2125400
1600;624;0;99600
1600;654;0;156600
1600;687;0;41608844
1600;706;0;37528265.05
1600;75;0;443500
1600;790;0;30151845.82
1600;815;0;1309776
1600;829;0;1682500
1600;841;0;6948635
1600;85;0;182824542.55
1600;927;0;12000
1600;954;0;5938400
1600;959;0;6857347.15
1600;964;0;29550196.7
1621;1332;0;771300
1621;1711;0;429724.66
1623;1121;0;0
1623;2261;0;849864.12
1623;315;0;21316.86
164;1177;0;0
164;1445;0;17800
164;1600;0;18800
164;2647;0;2100
164;3222;0;18400
164;328;0;3262265
164;3881;0;316500
164;410;0;86240900
164;4164;0;4998
164;75;0;6900
164;790;0;6376600
165;1017;0;3415700
165;1064;0;177723800
165;1118;0;49686
165;1132;0;8770151
165;1242;0;621400
165;1269;0;12985790.8
165;1345;0;834700
165;1389;0;232400
165;140;0;4647300
165;1445;0;189211045
165;15;0;8684100
165;1529;0;17903200
165;1600;0;94875400
165;164;0;216500
165;1656;0;5017677.3
165;1711;0;487600
165;1793;0;15669100
165;2037;0;325100
165;2259;0;704600
165;229;0;11300
165;2298;0;78000
165;2305;0;13939800
165;239;0;166700
165;2637;0;1800
165;2659;0;3523000
165;2702;0;91292000
165;2772;0;1833600
165;279;0;1622300
165;2818;0;1300000
165;2832;0;47250
165;2891;0;1970400
165;2988;0;609000
165;3002;0;443300
165;3016;0;7137500
165;310;0;4941504.07
165;3147;0;43114540
165;3171;0;64300
165;3200;0;31200
165;3222;0;54067900
165;329;0;2576452
165;3304;0;473300
165;3580;0;1421800
165;3718;0;1764400
165;3759;0;49800
165;3793;0;9924800
165;3799;0;3419200
165;3912;0;1071800
165;410;0;137500
165;4158;0;2178
165;4159;0;1482800
165;4294;0;1476000
165;4328;0;12120200
165;4523;0;1193700
165;4736;0;66156700
165;4792;0;2982200
165;481;0;47425694
165;4867;0;1422400
165;5106;0;1235700
165;5125;0;141500
165;5254;0;3243180
165;5288;0;9774800
165;535;0;12948600
165;5356;0;30879400
165;536;0;8679300
165;537;0;26980400
165;54;0;3679760
165;545;0;126100
165;5518;0;4889400
165;556;0;0
165;5566;0;3656600
165;56;0;3018000
165;5679;0;679500
165;624;0;9251800
165;687;0;108863990
165;761;0;15650000
165;815;0;4068700
165;85;0;126786000
165;893;0;3368685
165;945;0;76035200
165;955;0;21790500
165;959;0;1173400
165;964;0;7103600
1656;103;0;29833000
1656;1160;0;318316.28
1656;1228;0;2500
1656;1269;0;5664746.36
1656;1286;0;2900
1656;1372;0;3461390.68
1656;1397;0;141400
1656;1529;0;9600
1656;165;0;2409400
1656;1680;0;110088.99
1656;2304;0;895865
1656;2637;0;34635.42
1656;2702;0;5529747.92
1656;2822;0;204053.01
1656;2993;0;7500
1656;3200;0;2185100
1656;3222;0;17187
1656;3400;0;142200
1656;3495;0;18700
1656;3672;0;19061.8
1656;3881;0;1526700
1656;3984;0;148400
1656;4426;0;9282.33
1680;1185;0;88920
1680;1933;0;26600
1680;2085;0;2162848.38
1680;2702;0;809723.04
1680;2824;0;1324000
1680;3718;0;273052.46
1680;398;0;322414.47
1680;4426;0;260568
1680;4558;0;1628520
1680;824;0;2544500
1681;2832;0;0
1690;1006;0;53300
1690;1309;0;322641
1690;1600;0;44391485.64
1690;1623;0;780
1690;1863;0;675415
1690;1943;0;1832909
1690;2312;0;1182500
1690;2702;0;336520
1690;2891;0;60800
1690;3106;0;824100
1690;3718;0;19900
1690;3725;0;12900
1690;3881;0;60811.5
1690;815;0;275900
1706;1600;0;692873
1706;1961;0;114800
1706;2849;0;106600
1706;3093;0;231100
1706;310;0;600
1706;4708;0;31801900
1711;1001;0;985497.92
1711;103;0;991900
1711;1063;0;735800
1711;1116;0;206881.86
1711;1177;0;1776300
1711;1226;0;1132000
1711;1389;0;108656600
1711;1433;0;353531.34
1711;1529;0;995004.64
1711;1600;0;621208
1711;1961;0;4207300
1711;2037;0;993813.2
1711;2168;0;4600
1711;2259;0;826200
1711;2397;0;1487428.6
1711;242;0;3349300
1711;2597;0;193100
1711;2663;0;8965600
1711;2787;0;5973813
1711;279;0;313245.24
1711;3068;0;139564.95
1711;3147;0;524200
1711;3171;0;1152650.88
1711;3222;0;6455685.71
1711;3371;0;39520
1711;3558;0;149100
1711;964;0;13355058.46
1713;2849;0;19500
1761;1064;0;100225
1761;1529;0;923300
1761;1600;0;421300
1761;2298;0;4398768
1761;2832;0;2958300
1761;3106;0;5500
1761;3222;0;6950700
1761;3718;0;1259456.04
1761;4946;0;1064000
1761;5288;0;81200
1761;536;0;5369100
1761;964;0;2258100
1766;1494;0;61163.98
1766;2008;0;1400
1766;2700;0;65900
1766;3147;0;400
1766;3300;0;100
1766;4156;0;80200
1768;1071;0;403845
1768;1680;0;208200
1768;2159;0;1518800
1768;2702;0;367249.2
1768;2824;0;262191.64
1768;3302;0;335634.2
1768;3495;0;21985.6
1769;5125;0;1525100
1769;5254;0;4697000
1778;1600;0;788634
1778;85;0;474800
1793;1006;0;846679
1793;103;0;492900
1793;1064;0;16062300
1793;1121;0;0
1793;1160;0;24290300
1793;1177;0;24720
1793;1269;0;30983700
1793;1389;0;143000
1793;1427;0;41474860
1793;1445;0;11600
1793;15;0;0
1793;1529;0;481400
1793;1600;0;296650
1793;164;0;15400
1793;1656;0;15587400
1793;1933;0;69700
1793;1943;0;2296100
1793;1956;0;1551000
1793;2008;0;10100
1793;2032;0;4757100
1793;2037;0;27345
1793;2086;0;1963830
1793;2114;0;543860
1793;2254;0;8545500
1793;229;0;3780600
1793;2312;0;454900
1793;2374;0;1889100
1793;2593;0;3799900
1793;2639;0;5600100
1793;2659;0;13044400
1793;2663;0;446100
1793;2702;0;2160600
1793;2783;0;80621800
1793;2787;0;85100
1793;279;0;21300
1793;2956;0;3444200
1793;296;0;25086900
1793;3041;0;7229600
1793;3093;0;32367500
1793;310;0;47700
1793;3106;0;642600
1793;3147;0;1115657.08
1793;3157;0;132000
1793;3200;0;829800
1793;3222;0;53800
1793;3269;0;14468500
1793;329;0;4500
1793;3580;0;37746000
1793;3601;0;5258916
1793;3667;0;162000
1793;3718;0;0
1793;3754;0;620000
1793;3760;0;1498700
1793;3982;0;103972.75
1793;4054;0;363500
1793;410;0;31400
1793;4124;0;-5400
1793;4156;0;41869817.5
1793;4159;0;16781900
1793;4221;0;536300
1793;4523;0;4096900
1793;4558;0;1322000
1793;4589;0;63600
1793;461;0;89700
1793;4736;0;641000
1793;481;0;942700
1793;4946;0;27300
1793;5000;0;675100
1793;5288;0;2582900
1793;5373;0;5148600
1793;54;0;705100
1793;654;0;4585900
1793;687;0;184600
1793;760;0;762300
1793;790;0;30656900
1793;881;0;42800
1793;964;0;5409400
1846;103;0;190900
1846;1064;0;2402300
1846;1242;0;2577400
1846;1287;0;1530810
1846;1345;0;404000
1846;1600;0;1531200
1846;165;0;1037500
1846;1656;0;1342800
1846;2312;0;1021100
1846;2663;0;16700
1846;2702;0;1048400
1846;2787;0;798100
1846;3041;0;12375090
1846;3093;0;278921.4
1846;3147;0;97800
1846;3259;0;43600
1846;328;0;10700
1846;3323;0;609180
1846;3360;0;1534900
1846;3539;0;2440000
1846;3541;0;1545700
1846;3628;0;1494000
1846;3644;0;1198500
1846;3793;0;535000
1846;3942;0;380000
1846;4019;0;191100
1846;410;0;729700
1846;4258;0;2885500
1846;4954;0;1315000
1846;4971;0;869400
1846;624;0;309000
1846;706;0;2362600
1846;790;0;13198100
1846;815;0;57611500
1846;945;0;5351600
1853;1294;0;1157706
1853;1397;0;1273145.32
1853;1933;0;1016000
1853;3718;0;345000
1854;2234;0;2611300
1854;310;0;264000
1854;4523;0;33800
1863;1600;0;12404255.42
1863;1690;0;459600
1863;1943;0;18337496.8
1863;410;0;0
1863;4523;0;17400
1863;535;0;1353300
1877;1003;0;7000
1877;1006;0;419275
1877;1529;0;2200
1877;2114;0;24900
1877;2312;0;3069
1877;2702;0;206200
1877;2787;0;117600
1877;310;0;208622.84
1877;3147;0;349500
1877;3171;0;56394.36
1877;3259;0;163600
1877;3490;0;2708700
1877;469;0;0
1877;514;0;4653500
1877;815;0;21100
1882;2037;0;39400
1926;1761;0;1375113
1926;2663;0;982400
1926;536;0;76860
1931;1587;0;643030
1931;2008;0;500
1931;2302;0;56420
1931;2700;0;495268.2
1931;2822;0;201499.53
1931;3147;0;3323360.28
1931;3198;0;700
1931;4523;0;75500
1933;1496;0;141858.96
1933;2010;0;90918.18
1933;2085;0;432700
1933;2373;0;24035
1933;2639;0;40917
1933;2663;0;7650
1933;2702;0;2200061.9
1933;85;0;1803800
1933;954;0;101000
1934;1006;0;840
1934;5087;0;1510100
1934;5288;0;2759100
1934;5550;0;1062400
1943;1003;0;3960
1943;103;0;2172663.36
1943;1063;0;1359700
1943;1064;0;1595100
1943;1309;0;111410
1943;148;0;3760
1943;1496;0;479700
1943;1600;0;13017776.78
1943;165;0;1298900
1943;1690;0;51050
1943;1863;0;203757
1943;2019;0;2621600
1943;2094;0;3465
1943;2114;0;755760
1943;2312;0;2081002.08
1943;2449;0;517000
1943;2647;0;167400
1943;2702;0;172800
1943;2772;0;17155203.5
1943;2891;0;12500
1943;3016;0;1141500
1943;3093;0;1455300
1943;3106;0;504000
1943;3147;0;287583
1943;3157;0;181500
1943;3222;0;664196.8
1943;3259;0;900
1943;328;0;508700
1943;3311;0;784500
1943;3407;0;792300
1943;3539;0;1086300
1943;3592;0;18507.6
1943;3718;0;902700
1943;3793;0;7305400
1943;3881;0;37800
1943;3918;0;73114.62
1943;3955;0;39200
1943;4156;0;493200
1943;4226;0;2157800
1943;4299;0;3700100
1943;4333;0;28682.64
1943;4523;0;1103900
1943;5004;0;8007
1943;5288;0;948480
1943;565;0;10200
1943;678;0;0
1943;687;0;472400
1943;706;0;2069529
1943;75;0;351000
1943;85;0;5484310
1956;114;0;33889.48
1956;1565;0;779000
1956;1600;0;25700
1956;2153;0;2e+05
1956;2659;0;7061800
1956;310;0;39535.31
1956;3200;0;1001000
1956;3222;0;1499435
1956;3881;0;62300
1956;3984;0;103400
1956;4523;0;70400
1956;5741;0;775700
1956;657;0;1558100
1956;687;0;827300
1956;85;0;52040
1961;140;0;98736
1961;1711;0;285300
1961;2037;0;76500
1961;3068;0;61300
1961;3171;0;43100
1961;3222;0;70900
1961;3465;0;117663
199;1132;0;2570900
199;15;0;128700
199;1600;0;3503900
199;164;0;81881600
199;2114;0;24200
199;2936;0;47261700
199;2994;0;76400
199;3002;0;208875900
199;3144;0;174200
199;315;0;1215200
199;3351;0;90120700
199;3580;0;5e+05
199;410;0;68093600
199;4156;0;6320500
199;4736;0;12305400
199;535;0;8293478.65
199;654;0;6796100
199;657;0;15649400
199;678;0;1717600
199;75;0;37400
199;790;0;6949366
199;814;0;50289200
199;833;0;25400
199;952;0;15935900
199;964;0;2504400
2004;1064;0;21647918
2004;1121;0;172000
2004;1287;0;70000
2004;1309;0;126000
2004;199;0;4895900
2004;2114;0;930700
2004;279;0;0
2004;2988;0;3854700
2004;3793;0;67080
2004;4454;0;168000
2004;536;0;54271024.34
2004;56;0;30000
2004;815;0;48930
2008;1003;0;422636
2008;1269;0;111800
2008;1309;0;115200
2008;1395;0;1617900
2008;15;0;8600
2008;1587;0;786240
2008;1600;0;0
2008;1766;0;374200
2008;1931;0;1630299.42
2008;2302;0;1007600
2008;2637;0;1336629.83
2008;2700;0;2820580
2008;2772;0;74500
2008;2822;0;4666105
2008;310;0;91408
2008;3147;0;16925012.69
2008;3198;0;514240
2008;3222;0;318100
2008;3300;0;1187100
2008;3360;0;11640
2008;3539;0;1506500
2008;3626;0;46600
2008;3881;0;126200
2008;3911;0;2188200
2008;3946;0;494200
2008;3982;0;37600
2008;4156;0;106700
2008;4291;0;103700
2008;4358;0;266308.4
2008;4523;0;2663800
2008;4621;0;942.37
2008;5288;0;2302475
2008;952;0;72600
2010;1397;0;120240
2010;1853;0;15770
2010;2233;0;62424
2010;2702;0;12366137
2010;954;0;590200
2011;1600;0;87050
2011;4523;0;299995.2
2011;954;0;0
2019;1508;0;18700
2019;2381;0;40000
2019;2581;0;117000
2019;3679;0;7872.48
2019;3881;0;1304770.64
2019;3918;0;1396
2019;5004;0;55000
202;114;0;109600
202;1160;0;19193894
202;1656;0;4078255
202;2787;0;4599.54
202;2993;0;428800
202;3200;0;179000
202;3558;0;2496800
202;3718;0;82800
202;514;0;515647.5
202;657;0;7857348.78
202;75;0;2300
2032;1063;0;98900
2032;1064;0;166660
2032;114;0;0
2032;1309;0;5508400
2032;1427;0;2330300
2032;143;0;53200
2032;1600;0;17200
2032;1956;0;1252100
2032;2107;0;4669800
2032;2181;0;1260000
2032;2659;0;3746200
2032;2702;0;5469800
2032;3093;0;3273500
2032;310;0;596400
2032;3106;0;50490
2032;3147;0;34136600
2032;3157;0;209300
2032;3222;0;1105700
2032;368;0;369800
2032;3793;0;330000
2032;5288;0;590400
2032;5454;0;12392600
2032;797;0;63300
2037;1389;0;329900
2037;140;0;1198395.56
2037;1488;0;96800
2037;15;0;1935600
2037;1600;0;33884
2037;1882;0;90
2037;1961;0;42500
2037;2329;0;0
2037;2531;0;25500
2037;2663;0;49125
2037;2787;0;295100
2037;279;0;2322500
2037;3147;0;1190800
2037;3171;0;65815.8
2037;3222;0;2382925
2037;3304;0;387100
2037;3793;0;6172000
2037;410;0;2330500
2037;54;0;3007600
2037;744;0;21318
2037;964;0;4460400
2039;410;0;19600
206;15;0;173300
206;518;0;1400
206;661;0;9200
2079;103;0;260600
2079;1287;0;9387500
2079;1600;0;1423000
2079;3041;0;3068100
2079;3718;0;2261200
2079;4118;0;770000
2079;4736;0;1205700
2079;4971;0;8818100
2079;964;0;847400
2085;1397;0;4667406.54
2085;1496;0;100820.16
2085;1589;0;697200
2085;1600;0;504300
2085;1623;0;123160
2085;1680;0;163965
2085;1933;0;774200
2085;2010;0;459500
2085;2159;0;64300
2085;2304;0;7415833.58
2085;2507;0;30100
2085;2639;0;6561596.66
2085;2702;0;3463600
2085;2993;0;1397400
2085;3400;0;356700
2085;3672;0;331600
2085;3798;0;1461993.84
2085;4360;0;134376.87
2085;746;0;735800
2085;954;0;2546218.4
2086;1072;0;417800
2086;2374;0;1626000
2086;3171;0;84700
2086;3539;0;1946600
2086;4553;0;1946000
2086;4788;0;161400
2094;1064;0;1754800
2094;1309;0;1825200
2094;1600;0;535438.36
2094;1690;0;274720
2094;2242;0;31749.2
2094;2381;0;3100
2094;2449;0;147000
2094;2702;0;236828.93
2094;2891;0;510235
2094;3106;0;107525
2094;4358;0;126522
2094;4523;0;427405
2107;1003;0;0
2107;103;0;11200
2107;114;0;0
2107;1427;0;2006400
2107;15;0;220600
2107;1600;0;4650230
2107;1711;0;91410
2107;2004;0;5834100
2107;2397;0;61700
2107;2702;0;735467.93
2107;2901;0;1250600
2107;3106;0;173200
2107;3171;0;548500
2107;3222;0;305100
2107;3353;0;550900
2107;3667;0;916180
2107;3718;0;2601100
2107;4156;0;1011800
2107;4523;0;16000
2107;679;0;205000
2112;1332;0;241075.89
2114;15;0;500
2114;1800;0;11249.07
2153;1600;0;0
2153;2702;0;1189200
2153;2818;0;1100000
2153;2877;0;104900
2153;361;0;320000
2153;4996;0;7114800
2153;5288;0;651500
2153;536;0;307869
2159;1071;0;22185
2159;1397;0;867500
2159;1496;0;2935204
2159;1600;0;1200
2159;1623;0;195
2159;1680;0;2856000
2159;1768;0;3638800
2159;2010;0;2860900
2159;2373;0;560700
2159;240;0;1306000
2159;2639;0;201100
2159;2702;0;2250907.53
2159;2993;0;210200
2159;3200;0;389730.31
2159;3353;0;2199600
2159;3495;0;214900
2159;3541;0;145100
2159;3585;0;449900
2159;3628;0;1662600
2159;3836;0;1447700
2159;3911;0;379600
2159;3984;0;552000
2159;4393;0;1205476.8
2159;58;0;1447000
2159;824;0;3748400
2159;954;0;352300
2168;1309;0;1403684.66
2168;1600;0;11456302
2168;2381;0;71100
2168;2581;0;133000
2168;3106;0;37100
2168;3955;0;0
2168;4929;0;0
2168;5028;0;37400
2168;565;0;56000
2168;85;0;22050
2181;1177;0;751900
2181;1389;0;24600
2181;1427;0;12941400
2181;1445;0;905400
2181;1496;0;197728.27
2181;15;0;443900
2181;1531;0;5917.9
2181;1600;0;438032.1
2181;165;0;139800
2181;1711;0;1820900
2181;1877;0;8260800
2181;1956;0;654907570
2181;2393;0;5388169.18
2181;2397;0;1287
2181;2435;0;340000
2181;2501;0;72100
2181;2702;0;12551528.26
2181;2772;0;6720200
2181;279;0;100
2181;296;0;35346200
2181;3147;0;50400
2181;3157;0;20500
2181;3222;0;200
2181;3269;0;10794500
2181;3304;0;1578141.18
2181;3628;0;1680800
2181;3644;0;70
2181;4523;0;9167500
2181;481;0;621400
2181;518;0;60400
2181;5288;0;5315700
2181;543;0;2363600
2181;790;0;18290944.8
2181;959;0;27245900
2181;964;0;9713228.58
2227;2435;0;206395
2227;2663;0;297078
2231;1069;0;645100
2231;2008;0;142300
2231;2157;0;92600
2231;2371;0;27300
2231;2439;0;278894
2231;2571;0;202550
2231;2881;0;78400
2231;2936;0;62600
2231;310;0;708600
2231;3106;0;135333
2231;3147;0;2558205.25
2231;3222;0;790800
2231;3249;0;1100
2231;3445;0;916700
2231;3583;0;168100
2231;4156;0;767700
2231;952;0;1140800
2233;1269;0;8168600
2233;1294;0;579000
2233;1397;0;345800
2233;1600;0;80097800
2233;1853;0;594368.85
2233;2107;0;5298600
2233;2702;0;4904900
2233;3093;0;526500
2233;3147;0;16334800
2233;3259;0;522600
2233;3353;0;327491.01
2233;3495;0;782530
2233;4226;0;832900
2233;4454;0;262700
2233;4558;0;841300
2233;4863;0;362300
2233;624;0;1157300
2234;3799;0;269900
2234;4767;0;30387800
2242;1600;0;1330485.6
2242;1943;0;131300
2242;3106;0;492570
2254;103;0;75700
2254;114;0;499.95
2254;1160;0;16300
2254;1226;0;160100200
2254;1269;0;15559200
2254;1427;0;15249400
2254;1445;0;19334691.22
2254;15;0;279500
2254;1529;0;18100
2254;1565;0;5285100
2254;1600;0;58239400
2254;164;0;126600
2254;1711;0;290000
2254;1793;0;26535500
2254;1877;0;1334800
2254;202;0;6338400
2254;2114;0;184193.01
2254;2305;0;188300
2254;2397;0;20800
2254;2637;0;11900
2254;2663;0;1291382
2254;2702;0;143700600
2254;2787;0;1195000
2254;279;0;16100
2254;2881;0;10432100
2254;296;0;4449300
2254;3016;0;2245100
2254;3099;0;2568200
2254;310;0;6875660
2254;3147;0;47172300
2254;3200;0;1509300
2254;3222;0;24038202.5
2254;3793;0;346983400
2254;410;0;608800
2254;4457;0;4800
2254;4460;0;3420000
2254;4736;0;380
2254;4946;0;812497.95
2254;4996;0;3464600
2254;5288;0;4195500
2254;535;0;12400
2254;536;0;5333300
2254;558;0;73600
2254;654;0;12572100
2254;687;0;8728074.46
2254;790;0;14196213.99
2254;815;0;1276100
2254;824;0;864400
2254;85;0;601000
2254;959;0;2911400
2254;964;0;32476100
2259;2112;0;19400
2259;3099;0;1004500
2259;3222;0;287620
227;1286;0;10700
227;1389;0;12659600
227;387;0;0
227;535;0;685400
227;678;0;83505
227;944;0;525600
229;1006;0;132000
229;104;0;200
229;140;0;2066300
229;2037;0;437000
229;2725;0;800800
229;2787;0;161880
229;3222;0;843300
229;3644;0;24640
229;481;0;20200
229;4946;0;1826000
229;5288;0;0
229;687;0;58500
229;964;0;30500
2298;1064;0;530300
2298;1287;0;1249600
2298;3093;0;23400
2298;3793;0;1150000
2298;4589;0;2800
2298;536;0;144900
2298;945;0;9180
2302;1931;0;161900
2302;2505;0;3492.72
2302;2637;0;94500
2302;3147;0;76765.79
2304;1003;0;14161.4
2304;1185;0;65387
2304;1397;0;3560789.05
2304;1445;0;11650800
2304;1600;0;487400
2304;1680;0;0
2304;2505;0;308100
2304;2700;0;70332.72
2304;2702;0;3978552.96
2304;2993;0;354400
2304;3147;0;2723569
2304;3149;0;2621900
2304;3222;0;150600
2304;3302;0;11776.4
2304;3447;0;100
2304;3541;0;1999361.4
2304;3628;0;920800
2304;3672;0;57586.5
2304;3718;0;275905.17
2304;3759;0;848900
2304;3793;0;1659300
2304;3836;0;244031.96
2304;3911;0;163600
2304;3982;0;152000
2304;3984;0;561500
2304;410;0;7200
2304;4124;0;141800
2304;4288;0;3684100
2304;4293;0;389600
2304;4523;0;364600
2304;4653;0;585200
