from_fua;to_fua;time;weight
1064;4498;0;22160
1064;4523;0;2355500
1064;4558;0;2667450
1064;4586;0;1541600
1064;4736;0;26571700
1064;4767;0;80000
1064;4788;0;2129625
1064;481;0;200
1064;4946;0;2187513
1064;5047;0;86130775
1064;5087;0;266400
1064;5125;0;40654100
1064;514;0;7277400
1064;5288;0;181200090.12
1064;535;0;1064500
1064;536;0;75507247.88
1064;537;0;23729400
1064;54;0;6805600
1064;5550;0;4328200
1064;56;0;100632300
1064;5695;0;2707400
1064;624;0;98700
1064;687;0;38763200
1064;790;0;173886000
1064;815;0;4763401.99
1064;945;0;254884.7
1064;954;0;210750
1064;959;0;19356100
1064;964;0;61086476
1069;1003;0;1191308.58
1069;1183;0;16913364.78
1069;1292;0;76100
1069;15;0;72200
1069;2008;0;16700
1069;2302;0;294900
1069;2571;0;369460
1069;2702;0;531600
1069;2822;0;1184700
1069;2881;0;19694200
1069;310;0;118940
1069;3147;0;3255329.77
1069;3222;0;192900
1069;3249;0;670800
1069;3539;0;66600
1069;3881;0;44884
1069;3909;0;6000
1069;4523;0;64600
1069;4589;0;1038990
1069;952;0;352098.14
1069;964;0;442600
1071;1397;0;1073300
1071;1680;0;685600
1071;2702;0;61201000
1071;2883;0;42300
1071;2993;0;1460200
1071;3200;0;9113100
1071;3302;0;386900
1071;3353;0;3964600
1071;3400;0;74646
1071;3541;0;4718500
1071;3628;0;2951100
1071;3718;0;13197700
1071;3798;0;1856400
1071;3836;0;765400
1071;4088;0;3397100
1071;4158;0;3220600
1071;4226;0;276600
1071;4293;0;807700
1071;4426;0;2667800
1071;4558;0;1289900
1071;824;0;8559900
1071;954;0;3107200
1072;3304;0;17577200
1075;3881;0;66400
1075;959;0;82496.69
1080;1006;0;297.66
1080;148;0;0
1080;2665;0;60
1080;3222;0;14200
1080;833;0;75700
11;103;0;196
11;1269;0;349000
11;2702;0;53955
11;2764;0;403100
11;2822;0;8400
11;53;0;1500
1116;1488;0;2300
1116;1711;0;71500
1116;3222;0;1532299.9
1116;964;0;1600
1118;1003;0;6426566.74
1118;310;0;9296500.02
1118;3147;0;28600
1132;1017;0;53499
1132;1242;0;3097089
1132;1445;0;2480340
1132;2329;0;211000
1132;2787;0;4709600
1132;397;0;685700
1132;481;0;54900
1132;687;0;53500
1132;761;0;3513075
1132;893;0;26900
114;1003;0;6628.98
114;103;0;0
114;1177;0;111100
114;143;0;3854240.8
114;1445;0;3313800
114;15;0;3329600
114;1600;0;1381400
114;279;0;371400
114;296;0;13809950.72
114;310;0;169777.55
114;3147;0;1406700
114;3222;0;777600
114;3725;0;21400
114;3881;0;120560
114;410;0;186100
114;42;0;755920
114;4232;0;7584
114;4523;0;154000
114;4771;0;12551.44
114;5071;0;1400
114;5288;0;14106000
114;53;0;4600
114;535;0;9300
114;54;0;144120
114;927;0;800
114;964;0;2640000
1160;103;0;749994
1160;114;0;4546300
1160;1269;0;235879832.14
1160;1309;0;739080
1160;1389;0;34170
1160;15;0;66100
1160;1524;0;6071300
1160;1565;0;2041233.05
1160;1600;0;600865
1160;1656;0;2853624.16
1160;2114;0;645200
1160;2254;0;22865200
1160;2312;0;172000
1160;2324;0;13832700
1160;2637;0;111600
1160;2659;0;7319100
1160;2702;0;5708484.86
1160;2787;0;982668.4
1160;279;0;16100
1160;2883;0;307300
1160;2938;0;15500
1160;310;0;141100
1160;3147;0;31653.28
1160;3200;0;7380978.4
1160;3222;0;3887000
1160;3354;0;22722552.6
1160;3360;0;61600
1160;3400;0;178839.84
1160;3502;0;256600
1160;3558;0;13400
1160;368;0;223400
1160;3718;0;364347.54
1160;3759;0;596180.74
1160;3872;0;920900
1160;3911;0;1307350
1160;3982;0;19800
1160;410;0;16600
1160;4426;0;11275300
1160;4490;0;19800
1160;4523;0;42100
1160;469;0;75815.84
1160;5288;0;1134850
1160;558;0;7738.5
1160;657;0;416360.53
1160;687;0;10000
1160;815;0;185000
1160;923;0;13843566
1160;964;0;99296
1177;1063;0;7768
1177;114;0;0
1177;1286;0;36960
1177;1389;0;1242873.78
1177;227;0;903010
1177;254;0;0
1177;2663;0;184893.25
1177;3171;0;122400
1177;3222;0;232300
1177;3911;0;2042300
1177;43;0;779100
1177;536;0;1400000
1177;556;0;0
1177;678;0;667585
1177;760;0;39000
1177;814;0;61800
1177;944;0;311700
1178;1064;0;24051969.44
1178;1177;0;610400
1178;1427;0;3813500
1178;1529;0;7566600
1178;1600;0;13515900
1178;164;0;594500
1178;1711;0;590700
1178;1793;0;10821200
1178;1933;0;1378100
1178;2085;0;861300
1178;2114;0;2738900
1178;2659;0;267200
1178;2702;0;24718456.5
1178;2725;0;12600
1178;3002;0;487500
1178;3093;0;9500
1178;310;0;2317500
1178;3147;0;1415643
1178;3157;0;1322100
1178;3171;0;434400
1178;3222;0;5991400
1178;3539;0;17216500
1178;3583;0;10887300
1178;3667;0;630000
1178;3718;0;86800
1178;3793;0;4272516.09
1178;410;0;2122900
1178;4226;0;1591900
1178;4523;0;126400
1178;4736;0;1416600
1178;4763;0;5e+05
1178;4767;0;58874000
1178;481;0;280100
1178;4946;0;306500
1178;511;0;2160700
1178;536;0;1196000
1178;54;0;172000
1178;790;0;8891900
1178;815;0;524700
1178;945;0;1223181
1178;954;0;3068200
1178;964;0;1519400
1183;1069;0;960500
1185;1177;0;360
1185;1589;0;1318500
1185;2702;0;444700
1185;2891;0;52725
1185;2993;0;2330000
1185;3147;0;318400
1185;3541;0;443700
1185;3716;0;657200
1185;3759;0;1019200
1185;964;0;67600
1189;959;0;1002.2
1194;148;0;0
1226;1529;0;9700
1226;1711;0;1200
1228;1003;0;1744293.88
1228;143;0;2886500
1228;3093;0;320000
1228;310;0;5680619.15
1228;3222;0;10544600
1228;4156;0;98700
1228;4426;0;4958
1228;878;0;111710
1242;104;0;586500
1242;1132;0;12441
1242;1445;0;2160344
1242;1600;0;0
1242;165;0;4202950
1242;1711;0;74600
1242;2086;0;1602200
1242;2639;0;801300
1242;2702;0;205500
1242;279;0;25900
1242;2822;0;19800
1242;329;0;132900
1242;410;0;1600
1242;4159;0;1867900
1242;481;0;3154900
1242;5288;0;79700
1242;56;0;533200
1242;624;0;25800
1242;687;0;601600
1242;815;0;110000
1242;955;0;303700
1269;1003;0;870663.65
1269;1006;0;9780
1269;103;0;67850549.8
1269;1064;0;8608398.94
1269;11;0;8122569.3
1269;1116;0;70000
1269;1160;0;44735263.68
1269;1185;0;569121.76
1269;1294;0;5142700
1269;1309;0;7974360
1269;1372;0;10225098.58
1269;1397;0;6118742
1269;1427;0;11700746
1269;143;0;81500
1269;1445;0;2335400
1269;1496;0;400
1269;15;0;56383900
1269;1524;0;404763000
1269;1529;0;2018210
1269;1600;0;205962717.53
1269;1623;0;5500
1269;165;0;372800
1269;1656;0;8026610.71
1269;1680;0;0
1269;1711;0;244800
1269;1793;0;43156100
1269;1846;0;8572300
1269;1877;0;2683980
1269;1943;0;61446
1269;2004;0;4460700
1269;2008;0;22300
1269;202;0;25498131.7
1269;2159;0;1700
1269;2233;0;834900
1269;2304;0;42342610.64
1269;2312;0;150500
1269;2373;0;102006.12
1269;2374;0;1066835
1269;240;0;700
1269;2441;0;4916726.7
1269;2637;0;1296.75
1269;2639;0;99997.2
1269;2647;0;40100
1269;2702;0;438744097.91
1269;2764;0;16366636
1269;2787;0;5447300
1269;279;0;874900
1269;2824;0;90
1269;2877;0;86804600
1269;2883;0;80825
1269;2884;0;367000
1269;2891;0;149400
1269;296;0;42483000
1269;2993;0;22048033
1269;3093;0;6665800
1269;3099;0;1536800
1269;310;0;8896451.06
1269;3120;0;433196.5
1269;3147;0;66406409.04
1269;3149;0;8988760
1269;315;0;345064
1269;3157;0;4911900
1269;3171;0;448660
1269;3200;0;64737136.84
1269;3222;0;9119359.36
1269;3302;0;899267.75
1269;3304;0;1366035
1269;3400;0;179156.2
1269;3442;0;70647070.34
1269;3495;0;394200
1269;3580;0;33479255
1269;3592;0;244980
1269;3672;0;782800
1269;368;0;242112.78
1269;3718;0;27962800.95
1269;3725;0;53628
1269;3798;0;347195.64
1269;3836;0;140959.43
1269;3881;0;741600
1269;3911;0;993300
1269;3948;0;45990
1269;397;0;1229536
1269;3984;0;5516159.17
1269;4019;0;2104100
1269;4054;0;1000
1269;410;0;45300
1269;4156;0;7942119.78
1269;4158;0;4367404
1269;4159;0;877700
1269;4164;0;20100
1269;4192;0;1600
1269;4226;0;16910
1269;4232;0;459100
1269;4299;0;28074300
1269;43;0;3775400
1269;4333;0;39200
1269;4426;0;3123201.85
1269;4454;0;8400700
1269;4459;0;200800
1269;4523;0;13450692.85
1269;4558;0;201500
1269;461;0;15510200
1269;469;0;0
1269;4736;0;8043500
1269;4767;0;132000
1269;4946;0;13369700
1269;4996;0;4e+05
1269;5000;0;3323592
1269;514;0;43912195.41
1269;5288;0;2484024319.39
1269;535;0;1400
1269;5356;0;12781500
1269;536;0;57046700
1269;54;0;1487000
1269;556;0;0
1269;5566;0;2269200
1269;558;0;3708800
1269;5679;0;741400
1269;657;0;6223957.03
1269;678;0;1100
1269;687;0;3476400
1269;790;0;5716600
1269;797;0;200
1269;824;0;481664.38
1269;85;0;5361300
1269;881;0;0
1269;945;0;684000
1269;954;0;4741590.96
1269;955;0;215800
1269;959;0;103097399.66
1269;964;0;5359258.71
1286;1177;0;718905
1286;1389;0;61406
1286;944;0;1521246.84
1287;103;0;79016.25
1287;15;0;257400
1287;1600;0;2823600
1287;1846;0;1210000
1287;2663;0;3427500
1287;279;0;44600
1287;2832;0;663250
1287;2988;0;430200
1287;3041;0;362433.6
1287;3093;0;120000
1287;328;0;51100
1287;3793;0;230000
1287;3869;0;913950
1287;410;0;26300
1287;4159;0;2724700
1287;4736;0;84375
1287;4788;0;479000
1287;790;0;179760
1287;945;0;346000
1292;1003;0;-80800
1292;1069;0;36600
1292;1766;0;56300
1292;3222;0;27400
1292;878;0;194200
1292;952;0;607594
1294;1853;0;356257.44
1294;2010;0;10800
1294;2085;0;669793.45
1294;2702;0;1146575.46
1294;3353;0;155207.76
1294;3541;0;251400
1294;3548;0;72300
1294;3718;0;124960
1294;4426;0;155000
1298;1600;0;69513
1298;2663;0;2291200
1298;2881;0;255780
1298;3628;0;2807100
1298;959;0;0
1303;1336;0;2569514.36
1303;2789;0;10596.82
1303;612;0;17900
1309;114;0;4541100
1309;143;0;28667199.94
1309;1600;0;74354542.64
1309;1943;0;0
1309;2019;0;1822951.59
1309;2312;0;9800
1309;2515;0;3600
1309;2581;0;435262.25
1309;2647;0;76300
1309;2702;0;382239
1309;2772;0;4007100
1309;2832;0;175980
1309;3093;0;1660145.68
1309;3157;0;24888
1309;3360;0;534017.6
1309;3548;0;90905.5
1309;3592;0;109317.44
1309;3881;0;33200
1309;3911;0;2923177.62
1309;3984;0;7320
1309;4198;0;5587000
1309;4333;0;661600
1309;4426;0;79400
1309;565;0;350846.4
1309;841;0;210400
1309;85;0;18561410.01
1326;1064;0;140000
1326;1269;0;26373.6
1326;1427;0;5470700
1326;1445;0;319200
1326;1529;0;15800
1326;2010;0;253700
1326;296;0;106900
1326;3041;0;8e+05
1326;3881;0;600
1326;3948;0;86900
1326;3990;0;16843500
1326;43;0;0
1326;536;0;1300000
1326;797;0;1200
1326;815;0;95000
1332;1711;0;970700
1345;1017;0;422816
1345;1242;0;112000
1345;1445;0;3319900
1345;165;0;667100
1345;329;0;33792
1345;481;0;153900
1345;54;0;466700
1345;761;0;121700
1372;1269;0;7867914.93
1372;1397;0;27600
1372;1656;0;251361
1372;2702;0;1064753.48
1372;3147;0;300800
1372;3360;0;0
1372;3400;0;70191
1372;3718;0;486256.5
1372;3798;0;18270
1372;4156;0;45000
1372;514;0;2254778.22
1372;878;0;14100
1372;923;0;75933
1389;1063;0;0
1389;1177;0;2800
1389;1286;0;890875
1389;1488;0;88100
1389;15;0;183460
1389;227;0;85275
1389;2663;0;940050
1389;2725;0;1092400
1389;3016;0;164820
1389;3093;0;18000
1389;3171;0;160600
1389;410;0;200
1389;43;0;170700
1389;944;0;167765
1395;2008;0;6693
1395;2700;0;16200
1397;1185;0;436710
1397;1294;0;2428200
1397;1496;0;519180
1397;1589;0;969323.53
1397;1600;0;6444600
1397;1680;0;3102
1397;1768;0;602374.66
1397;1798;0;838900
1397;1853;0;1599789.2
1397;2114;0;0
1397;2159;0;498700
1397;2304;0;3048343.14
1397;2702;0;3267674.67
1397;3222;0;1786700
1397;3353;0;3784473.84
1397;3718;0;1366595.58
1397;3911;0;1622653
1397;3982;0;630600
1397;4426;0;515809.61
1397;4523;0;2670200
1397;4558;0;207720
1397;624;0;589200
1397;687;0;10000
140;1529;0;12738
140;1711;0;1400
140;2037;0;32750
140;2531;0;60657.51
140;2663;0;1722.35
140;3222;0;364499.98
140;461;0;1895525
1404;469;0;443673.16
1404;964;0;0
1410;1309;0;83160
1410;1600;0;317024.59
1410;4017;0;571741.84
1410;706;0;3040
1427;1003;0;59314172.8
1427;1006;0;5875
1427;103;0;39657167.5
1427;1064;0;36221300
1427;1072;0;616500
1427;1132;0;312700
1427;114;0;3183920.23
1427;1160;0;646800
1427;1177;0;717900
1427;1242;0;27454700
1427;1269;0;2505366484.39
1427;1286;0;24700
1427;1287;0;7395500
1427;1336;0;0
1427;1389;0;26200400
1427;143;0;25159500
1427;1445;0;71396500
1427;148;0;480270
1427;1494;0;10500
1427;1496;0;6037100
1427;15;0;18578591
1427;1524;0;10759000
1427;1529;0;12239400
1427;1565;0;1682100
1427;1600;0;431993960.58
1427;164;0;17948708.8
1427;165;0;9990500
1427;1690;0;33427835
1427;1711;0;1735900
1427;1768;0;2600000
1427;1793;0;1291600
1427;1798;0;304100
1427;1863;0;177467.22
1427;1882;0;8906300
1427;1933;0;3793600
1427;1943;0;15598424.4
1427;1956;0;3378700
1427;1961;0;146200
1427;199;0;72400
1427;2008;0;32300
1427;2032;0;7963800
1427;2037;0;5048500
1427;2085;0;24531700
1427;2114;0;727018.38
1427;2159;0;415500
1427;2181;0;59094800
1427;2233;0;880600
1427;2242;0;859800
1427;2261;0;3021882.02
1427;2324;0;4506800
1427;2374;0;18400
1427;2381;0;9300
1427;2397;0;35509690.44
1427;2399;0;14314.3
1427;242;0;492200
1427;2449;0;2466900
1427;2593;0;83361300
1427;2599;0;713200
1427;263;0;100700
1427;2637;0;136100
1427;2659;0;33723700
1427;2663;0;12188768.2
1427;2702;0;238487240.84
1427;2725;0;17800
1427;2764;0;39007.8
1427;2783;0;3721500
1427;2787;0;1594295.44
1427;279;0;17507515.16
1427;2818;0;4292500
1427;2822;0;92700
1427;2842;0;27684200
1427;2849;0;61800
1427;2883;0;3583100
1427;2891;0;15300
1427;296;0;372595220
1427;3002;0;160300
1427;3016;0;7478900
1427;3041;0;185000
1427;3093;0;38333726
1427;3099;0;4008600
1427;310;0;52531172.65
1427;3106;0;725026.18
1427;3147;0;95778707.84
1427;3157;0;340900
1427;3171;0;6003400
1427;3200;0;13705800
1427;3222;0;102703824.56
1427;3246;0;9723500
1427;328;0;315800
1427;329;0;433500
1427;3300;0;62800
1427;3304;0;427600
1427;3323;0;2195781
1427;3360;0;1912000
1427;3395;0;20013400
1427;3445;0;3700
1427;3502;0;16680
1427;3539;0;3716400
1427;3541;0;372600
1427;3580;0;202500
1427;3586;0;127072400
1427;3592;0;1216460
1427;3601;0;93300
1427;3628;0;208800
1427;3644;0;3639100
1427;3667;0;13916092.06
1427;3670;0;225400
1427;3672;0;521700
1427;368;0;1218093.4
1427;3713;0;610000
1427;3716;0;4208600
1427;3718;0;1068600
1427;3793;0;2127600
1427;3799;0;344079300
1427;3836;0;2636618
1427;3881;0;10102777
1427;3909;0;73500
1427;3911;0;213500
1427;3948;0;73630285
1427;395;0;13211120
1427;397;0;132100
1427;3982;0;6277400
1427;3984;0;103125900
1427;4054;0;2500
1427;4088;0;163100
1427;410;0;4903000
1427;415;0;258400
1427;4158;0;4687700
1427;4159;0;10895800
1427;4190;0;14480400
1427;42;0;1293700
1427;4232;0;108400
1427;4255;0;10712100
1427;43;0;167192.95
1427;4327;0;5910400
1427;4333;0;279300
1427;4358;0;47057100
1427;4391;0;315400
1427;44;0;172300
1427;4426;0;226000
1427;4427;0;17248600
1427;4454;0;9674400
1427;4460;0;20398800
1427;4523;0;71023688.52
1427;4553;0;4371800
1427;4589;0;3145396.04
1427;461;0;16300
1427;4716;0;34600
1427;4736;0;13361600
1427;4788;0;550.99
1427;481;0;74356200
1427;4946;0;12279900
1427;5047;0;4904000
1427;5071;0;35500
1427;5288;0;352920403.25
1427;5356;0;86248300
1427;536;0;7621700
1427;537;0;1386900
1427;54;0;60656950
1427;543;0;1762000
1427;5486;0;780900
1427;5550;0;51200
1427;556;0;317300
1427;565;0;534000
1427;5770;0;3307300
1427;58;0;166100
1427;624;0;3699600
1427;679;0;120134700
1427;687;0;102560700
1427;706;0;6905136
1427;746;0;348055.62
1427;790;0;97805300
1427;797;0;290100
1427;80;0;287400
1427;814;0;600400
1427;815;0;18832727.2
1427;824;0;41416400
1427;85;0;4365000
1427;927;0;2109800
1427;944;0;41300
1427;954;0;3525000
1427;959;0;212130900
1427;964;0;5836911
1427;993;0;37609400
143;1003;0;693174
143;1118;0;62500
143;1269;0;1339500
143;15;0;147000
143;1600;0;684400
143;2114;0;125136.09
143;2304;0;71500
143;2637;0;17585299.99
143;2702;0;1263100
143;310;0;78725442.2
143;3147;0;41032.6
143;3679;0;755700
143;3881;0;308976.46
143;4523;0;114400
143;4589;0;13500
143;5288;0;7108400
1445;1003;0;746500
1445;1017;0;29427436
1445;103;0;561400
1445;1064;0;29611100
1445;1121;0;54800
1445;1132;0;17847801
1445;114;0;27505282.37
1445;1177;0;4637400
1445;1178;0;9384200
1445;1242;0;18553278
1445;1269;0;17004050
1445;1345;0;18513204
1445;1389;0;141200
1445;1397;0;1589900
1445;140;0;417200
1445;1427;0;294007768.4
1445;1433;0;2791200
1445;15;0;5275000
1445;1524;0;35240400
1445;1529;0;5835600
1445;1600;0;65972000
1445;164;0;3731600
1445;165;0;354574966.5
1445;1690;0;6354700
1445;1711;0;9658200
1445;1793;0;13868900
1445;1877;0;34684200
1445;1934;0;200200
1445;1943;0;6382900
1445;2010;0;20150300
1445;2037;0;3109767.95
1445;2079;0;160000
1445;2153;0;3833000
1445;2231;0;38500
1445;2254;0;2074500
1445;2298;0;53352800
1445;2304;0;102800
1445;2305;0;1889700
1445;2312;0;5286500
1445;239;0;2229638.6
1445;240;0;24600
1445;2637;0;311100
1445;2647;0;1057600
1445;2663;0;1741000
1445;2702;0;379892300
1445;2787;0;329100
1445;279;0;44179423
1445;2818;0;7500
1445;2822;0;37960
1445;2832;0;242700
1445;2849;0;0
1445;2877;0;11233900
1445;2939;0;4691700
1445;296;0;9759100
1445;2988;0;5440100
1445;3041;0;8117500
1445;3064;0;2747100
1445;3068;0;279600
1445;3093;0;33299234
1445;3099;0;801900
1445;310;0;26200241.48
1445;3147;0;206780867.26
1445;3157;0;7008500
1445;3171;0;556900
1445;3200;0;1833300
1445;3222;0;240681800
1445;3246;0;18352400
1445;3259;0;20382600
1445;328;0;1665000
1445;329;0;10521637
1445;3304;0;10901399.92
1445;3354;0;5112900
1445;3360;0;4636000
1445;3539;0;565100
1445;3548;0;3512500
1445;3580;0;3800000
1445;3583;0;311100
1445;3585;0;2371000
1445;3626;0;676500
1445;3667;0;9095300
1445;3679;0;171592300
1445;368;0;8500
1445;3713;0;285000
1445;3716;0;9827000
1445;3718;0;14597375
1445;3793;0;4533004746
1445;3799;0;29374500
1445;388;0;150000
1445;3881;0;83249700
1445;389;0;3364300
1445;3912;0;16330800
1445;3949;0;2638200
1445;397;0;119844200
1445;3984;0;4616100
1445;410;0;39638600
1445;4118;0;320000
1445;415;0;4474100
1445;4156;0;15558500
1445;4159;0;17259600
1445;4288;0;380000
1445;4294;0;67500
1445;43;0;286600
1445;4393;0;14673300
1445;4426;0;663900
1445;4427;0;46464500
1445;4454;0;97222000
1445;4459;0;4315900
1445;4523;0;3739957.1
1445;4589;0;891700
1445;461;0;128640
1445;4736;0;18828400
1445;4767;0;13834300
1445;481;0;151669124
1445;4838;0;1709800
1445;4867;0;3650500
1445;4888;0;255000
1445;4946;0;316652100
1445;4996;0;450000
1445;5000;0;716200
1445;5020;0;1126100
1445;5047;0;7130100
1445;5087;0;4960700
1445;514;0;558900
1445;5236;0;2878900
1445;5288;0;154066531.99
1445;5356;0;1094500
1445;536;0;127385000
1445;537;0;65627500
1445;5373;0;2365900
1445;54;0;142257400
1445;5406;0;1131200
1445;545;0;5502388
1445;5486;0;1026200
1445;56;0;14205200
