from_country;to_country;distance
12;4;3.63674420651299
12;14;1000
12;5;-0.515061502670676
12;8;1000
12;25;1000
12;18;1000
12;16;1000
13;22;3.16983417938573
13;23;3.22084345539744
13;28;3.51369959209593
13;19;10.3444119359966
13;17;5.00257497334755
13;6;3.50960646798918
13;11;3.61145764146923
13;27;6.99307042285924
13;10;2.41376417397494
13;29;0.390962773105979
13;12;1000
13;13;4.12152380217303
13;2;1000
13;20;7.78741659511791
13;15;5.79666257077963
13;21;0.719147666699563
13;24;2.86980270741769
13;3;1.02013608424393
13;26;0.759047687261134
13;1;0.0929353314624422
13;7;1000
13;9;1000
13;4;2.96922727678436
13;14;1000
13;5;1.55258690580588
13;8;2.0164688505185
13;25;1000
13;18;1000
13;16;1000
2;22;2.95534005125541
2;23;4.77847748028752
2;28;3.53169486247536
2;19;4.0670322979267
2;17;4.25121228279642
2;6;5.97698930629394
2;11;1.51837330019855
2;27;3.84683979100125
2;10;3.40679183584245
2;29;2.61304659455255
2;12;-1.48028246030165
2;13;3.9908907803833
2;2;1.57056862457492
2;20;1.25075404172691
2;15;3.78950295394368
2;21;1.12575583117013
2;24;3.36995555275419
2;3;3.99939359720015
2;26;1000
2;1;2.12949778921177
2;7;-1.31674348958104
2;9;4.08548728357787
2;4;5.77748100796854
2;14;1000
2;5;1000
2;8;2.13585053731959
2;25;1000
2;18;1000
2;16;1000
20;22;2.06383044759539
20;23;2.91490398299176
20;28;0.957997209264425
20;19;1000
20;17;1.83110750430381
20;6;4.31471270603492
20;11;1000
20;27;3.70126838395019
20;10;1000
20;29;0.285995831156953
20;12;1000
20;13;0.856383615407458
20;2;1000
20;20;1000
20;15;5.08713804090341
20;21;-0.265042455599751
20;24;1000
20;3;3.69556084828547
20;26;1000
20;1;1000
20;7;1000
20;9;1000
20;4;3.019496326532
20;14;1000
20;5;1.30562934661696
20;8;2.7404705619567
20;25;1000
20;18;1000
20;16;1000
15;22;3.17212044327244
15;23;4.06629932856165
15;28;3.30597669651635
15;19;4.21636002491647
15;17;5.75303417830703
15;6;2.14097664971749
15;11;2.5889816130874
15;27;2.71304047527285
15;10;2.70252716076772
15;29;2.48439893031037
15;12;0.542064992089298
15;13;3.7530158787764
15;2;3.65800024322653
15;20;3.89202217665909
15;15;3.37608441855436
15;21;2.72109554171388
15;24;3.09273555433796
15;3;4.11131671504423
15;26;3.51368725203077
15;1;1.86379813840445
15;7;-1.31790807080792
15;9;1.66827364006836
15;4;3.6148459164
15;14;1000
15;5;1000
15;8;3.49711967006014
15;25;6.68343125891485
15;18;1000
15;16;1000
21;22;2.95293589882422
21;23;3.44579628775066
21;28;3.37000146420245
21;19;4.73065354904456
21;17;4.51451657475636
21;6;4.46709966822216
21;11;2.82094079596921
21;27;3.44703306253484
21;10;2.56933159580736
21;29;2.45992706172105
21;12;0.530120674426513
21;13;2.82544239302493
21;2;2.21543062293691
21;20;5.03633616434398
21;15;3.71035340943437
21;21;1.3758892170655
21;24;3.43892538133173
21;3;2.75026702255597
21;26;3.01020122630074
21;1;1.5635474307252
21;7;3.21778086104018
21;9;2.1189691809468
21;4;3.22997844114883
21;14;4.14356509914337
21;5;2.88902382403779
21;8;2.51756579690196
21;25;0.9792929835431
21;18;1000
21;16;1000
24;22;1000
24;23;1000
24;28;1000
24;19;1000
24;17;1000
24;6;1000
24;11;1000
24;27;1000
24;10;1000
24;29;1000
24;12;1000
24;13;1000
24;2;1000
24;20;1000
24;15;1000
24;21;1000
24;24;2.46743740086387
24;3;5.48203518665132
24;26;1000
24;1;1000
24;7;1000
24;9;1000
24;4;3.24598319874703
24;14;1000
24;5;1000
24;8;1000
24;25;1000
24;18;1000
24;16;1000
3;22;3.16103759222908
3;23;0.734135354278282
3;28;1000
3;19;1000
3;17;0.410701502294282
3;6;6.27997513553831
3;11;4.5488298378942
3;27;1000
3;10;1000
3;29;5.63535491596399
3;12;1000
3;13;1000
3;2;1000
3;20;1000
3;15;4.69678221056602
3;21;-1.13506141339158
3;24;4.29096036351146
3;3;1.13831056576852
3;26;3.95936230442724
3;1;1000
3;7;1000
3;9;7.70437035596489
3;4;3.78808666192108
3;14;1000
3;5;1000
3;8;2.95898997734374
3;25;1000
3;18;1000
3;16;1000
26;22;6.07990462488898
26;23;1000
26;28;6.40960599785524
26;19;1000
26;17;1000
26;6;1000
26;11;1000
26;27;1000
26;10;1000
26;29;1000
26;12;1000
26;13;1000
26;2;1000
26;20;1000
26;15;6.24628684050892
26;21;1000
26;24;1000
26;3;1000
26;26;1.33236746484805
26;1;0.906091265460971
26;7;1000
26;9;1000
26;4;2.5539699487374
26;14;1000
26;5;1000
26;8;1000
26;25;1000
26;18;1000
26;16;1000
1;22;2.43342579894919
1;23;3.61025369102254
1;28;3.33180878813372
1;19;4.49512548600966
1;17;2.1617524801403
1;6;2.11449025159378
1;11;1.54640539476899
1;27;0.744148534425939
1;10;2.31012091464464
1;29;2.28930568626342
1;12;3.74363337766375
1;13;0.918493904486173
1;2;-0.285876184597271
1;20;3.08872100512823
1;15;2.59456059588854
1;21;0.399261562135113
1;24;1.62751088036278
1;3;3.5062021105076
1;26;1.20558765257396
1;1;1.35339678564996
1;7;-2.32669802795806
1;9;0.375755894546153
1;4;1.74083797746819
1;14;1000
1;5;3.03806746992658
1;8;3.10796029617171
1;25;1000
1;18;1000
1;16;1000
7;22;2.19869683080297
7;23;1.97909551671034
7;28;2.04556244039759
7;19;1000
7;17;2.2986435603757
7;6;1.3072533609885
7;11;0.918330576732558
7;27;3.16995355492617
7;10;1.7097245767777
7;29;2.81226338749291
7;12;2.4018145019421
7;13;3.41000830603049
7;2;1.20148953947595
7;20;5.94780588439073
7;15;1.97288188543651
7;21;0.931334790809354
7;24;0.236666778683318
7;3;4.96691526517325
7;26;1000
7;1;4.70562396735072
7;7;1000
7;9;2.3574964025087
7;4;3.98657825678898
7;14;1000
7;5;1000
7;8;-0.496065422379191
7;25;-0.928079111485511
7;18;1000
7;16;1000
9;22;1.5036171783506
9;23;3.06976599966826
9;28;1.57796188664814
9;19;4.9764542074426
9;17;3.9412099888931
9;6;0.177670308508077
9;11;1.86371977659221
9;27;2.27188608688364
9;10;1.3885570387772
9;29;1.38727803200472
9;12;0.402768135500597
9;13;3.09907856837864
9;2;2.9928008594265
9;20;1000
9;15;4.01459251888242
9;21;-0.147195535336451
9;24;1000
9;3;1.94655593056674
9;26;2.46567733736095
9;1;0.439960567773134
9;7;1.27669084710306
9;9;0.875802181859184
9;4;2.85403744607386
9;14;6.89119712707552
9;5;2.07719296858758
9;8;1.89331961957881
9;25;1000
9;18;1000
9;16;1000
4;22;2.92735199369968
4;23;1000
4;28;1000
4;19;1000
4;17;5.46069693488579
4;6;1000
4;11;1000
4;27;1000
4;10;1000
4;29;1000
4;12;1000
4;13;3.30867788772273
4;2;1000
4;20;1000
4;15;5.23182369773401
4;21;2.02048902175514
4;24;1000
4;3;5.26465090407538
4;26;0.390579502725654
4;1;3.13399233676238
4;7;1000
4;9;1000
4;4;1.54525258496216
4;14;1000
4;5;1000
4;8;1000
4;25;1000
4;18;1000
4;16;1000
14;22;0.13793842099674
14;23;2.50531616029386
14;28;2.90234944087335
14;19;1000
14;17;1000
14;6;1000
14;11;1.47077237991773
14;27;2.55966338811935
14;10;2.49015380412811
14;29;2.47966773729302
14;12;1000
14;13;0.232295298460265
14;2;3.33824852782501
14;20;-0.566151588822517
14;15;1.30770678984931
14;21;-1.00229822375679
14;24;-2.29181163931397
14;3;1000
14;26;1000
14;1;-0.101327613817482
14;7;1000
14;9;-0.578004284627504
14;4;1000
14;14;1000
14;5;1000
14;8;0.767912287245744
14;25;1000
14;18;1000
14;16;1000
5;22;2.45264430513094
5;23;2.74799871293
5;28;2.78618340445521
5;19;9.57119511612992
5;17;-1.22790580553043
5;6;-1.2100780437527
5;11;0.0930105673148027
5;27;1.3511525790641
5;10;1000
5;29;2.07377915888995
5;12;2.77119411246782
5;13;-0.167999195866722
5;2;1000
5;20;1000
5;15;1000
5;21;-0.294749978264957
5;24;3.79801763231592
5;3;1.37297786328487
5;26;0.296236064057506
5;1;0.815372610683188
5;7;1000
5;9;1000
5;4;2.9075149801076
5;14;1000
5;5;0.603193673201975
5;8;-0.109025892345908
5;25;1000
5;18;1000
5;16;1000
8;22;3.78073324338745
8;23;3.45682496306008
8;28;1.0001725162808
8;19;1000
8;17;-0.310029035299852
8;6;1000
8;11;2.29944839223231
8;27;6.25431990875954
8;10;1000
8;29;1000
8;12;1000
8;13;1000
8;2;1000
8;20;2.91678748321007
8;15;5.57347485052059
8;21;1000
8;24;1000
8;3;2.55312189898173
8;26;1000
8;1;1000
8;7;1000
8;9;2.20717836020926
8;4;1000
8;14;1000
8;5;1000
8;8;0.699685647559619
8;25;1000
8;18;1000
8;16;1000
25;22;1000
25;23;1000
25;28;1000
25;19;1000
25;17;1000
25;6;3.20257661820552
25;11;1000
25;27;1000
25;10;1000
25;29;1000
25;12;1000
25;13;1000
25;2;1000
25;20;1000
25;15;1000
25;21;1000
25;24;1000
25;3;1000
25;26;1000
25;1;1000
25;7;1000
25;9;1000
25;4;1000
25;14;1000
25;5;1000
25;8;1000
25;25;1000
25;18;1000
25;16;1000
18;22;1000
18;23;1000
18;28;1000
18;19;1000
18;17;1000
18;6;1000
18;11;1000
18;27;1000
18;10;1000
18;29;1000
18;12;1000
18;13;1000
18;2;1000
18;20;1000
18;15;1000
18;21;1000
18;24;1000
18;3;1000
18;26;1000
18;1;1000
18;7;1000
18;9;1000
18;4;1000
18;14;1000
18;5;1000
18;8;1.24764493395262
18;25;1000
18;18;1000
18;16;1000
16;22;0.964988775825457
16;23;0.726502769288832
16;28;1.14615070424198
16;19;11.7974349155867
16;17;1000
16;6;-1.36886023829773
16;11;0.820733654876395
16;27;0.51902169000957
16;10;1.44735945242799
16;29;1.17546210520609
16;12;2.84163853120348
16;13;-1.17152768124565
16;2;-0.293212307982539
16;20;1000
16;15;0.674010748549133
16;21;0.349765940100632
16;24;1000
16;3;4.8975776460904
16;26;1.96001906824738
16;1;0.971907038497857
16;7;1000
16;9;0.695477158061035
16;4;1.47830776614581
16;14;1000
16;5;1000
16;8;1000
16;25;1000
16;18;1000
16;16;1000
