id;name;year;xcor;ycor;country;gdp;sector28;sector41;sector46;sector64;sector68;sector0;sector10;sector20;sector22;sector26;sector27;sector31;sector35;sector43;sector47;sector52;sector58;sector62;sector70;sector73;sector79;sector95;sector9;sector21;sector56;sector2;sector8;sector13;sector82;sector1;sector3;sector6;sector14;sector17;sector19;sector25;sector30;sector32;sector36;sector45;sector49;sector50;sector51;sector61;sector66;sector71;sector72;sector74;sector77;sector78;sector85;sector94;sector96;sector7;sector11;sector23;sector65;sector18;sector15;sector29;sector59;sector80;sector81;sector33;sector42;sector55;sector12;sector53;sector93;sector24;sector38;sector60;sector63;sector69;sector39;sector86;sector92;sector84;sector87;sector16;sector37;sector90;sector91;sector97;sector5;sector88;sector98;sector99;sector75
3;Salzburg;2013;13.1538363790201;47.8432670443151;1;3408423816.53333;760338;0;56972;45201;0;35471;0;2190559;0;0;0;0;0;0;0;1857;0;0;0;23243;0;0;0;0;0;0;0;0;20732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13590;0;0;0;0;0;0;0;0;0;0;0;0;453662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Salzburg;2016;13.1538363790201;47.8432670443151;1;3528564155.73333;0;0;0;0;0;2949798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Innsbruck;2010;11.3081302676763;47.218244855183;1;2120857216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Innsbruck;2013;11.3081302676763;47.218244855183;1;2215814348.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Innsbruck;2016;11.3081302676763;47.218244855183;1;2310771481.6;0;0;0;0;0;1445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Klagenfurt;2010;14.4141064301986;46.6282781516816;1;1157979776;0;0;108939;0;0;0;0;0;21699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Klagenfurt;2013;14.4141064301986;46.6282781516816;1;1198541158.4;0;0;0;0;0;30962;0;130355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Klagenfurt;2016;14.4141064301986;46.6282781516816;1;1239102540.8;0;0;0;0;0;124580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bruxelles / Brussel;2010;4.33408805522756;50.7529513662506;2;40716756992;88717;1785971;7122591;14473057;951359;2713;598504;3619881;1883419;954357;0;0;20715116;2830;25173922;50054;111458;809208;20938686;300101;0;3814;0;15821714;138799;0;0;0;391421;0;0;0;0;419048;23754157;7275;0;484166;0;13831810;23073;0;0;9271998;114191;173194;0;0;115070;46053;0;0;2063;9270113;18589391;2628589;409413;0;0;99213;0;305022;95186;0;0;308329;887707;0;0;27962;48174;0;0;1;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0
6;Bruxelles / Brussel;2013;4.33408805522756;50.7529513662506;2;43066268057.6;0;1876746;6573965;19562638;1006660;765;837767;2744987;1381943;225216;0;0;734310;10743;29282002;81095;0;3143177;18997808;411989;0;0;0;11619221;150519;0;0;0;427140;0;0;0;0;0;0;3511;0;297680;0;9767309;2318503;0;337225;11461044;1724629;2201;0;0;139462;55993;0;235108;925;14537841;31940602;833124;567207;0;0;25655;0;49569;353768;0;0;0;912166;13021;0;4999623;46967;0;4;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bruxelles / Brussel;2016;4.33408805522756;50.7529513662506;2;45415779123.2;0;0;0;172953;0;228571496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Charleroi;2010;4.42402707273127;50.3451940045334;2;3286838101.33333;0;0;0;15510855;0;0;0;343921;65676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198483;0;0;0;0;0;0;0;0;0;0;0;0;0;837582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Charleroi;2013;4.42402707273127;50.3451940045334;2;3359904187.73333;0;0;2344;0;0;0;0;360187;75063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123171;0;0;0;0;0;0;0;0;0;0;0;0;0;548890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Charleroi;2016;4.42402707273127;50.3451940045334;2;3432970274.13333;0;0;0;0;232;1667449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Liège;2010;5.53367151986804;50.5941194526962;2;5428483925.33333;0;0;14516;3736;11468;0;0;0;35028;275023;0;0;0;0;75996;9650;0;1510;0;0;0;0;0;3024;0;0;0;0;0;0;0;0;0;530758;0;0;0;0;0;3971008;0;0;0;0;2255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Liège;2013;5.53367151986804;50.5941194526962;2;5598124475.73333;0;0;16166;3173;17393;0;0;672402;41936;289263;0;0;0;0;156844;8100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Liège;2016;5.53367151986804;50.5941194526962;2;5767765026.13333;0;0;0;0;0;2464521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Sofia;2010;23.3772058201059;42.6920963584574;3;19353941141.3333;0;0;8174;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Sofia;2013;23.3772058201059;42.6920963584574;3;22837031406.9333;0;0;0;16993;0;0;0;0;0;0;0;0;0;3;1;0;0;222;0;200;0;0;0;0;644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89592;0;0;0;0;0;1574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Sofia;2016;23.3772058201059;42.6920963584574;3;26320121672.5333;0;0;0;0;0;556589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Lefkosia;2010;33.1094218920637;35.0856526720341;4;4620908032;0;0;0;243200;0;40792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Lefkosia;2013;33.1094218920637;35.0856526720341;4;4741931315.2;0;0;0;0;0;1200;0;0;34468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Lefkosia;2016;33.1094218920637;35.0856526720341;4;4862954598.4;0;0;0;38522;6147;3422646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Praha;2010;14.6088641578281;50.0203687114002;5;32085486336;0;0;497010;1252237;0;0;0;0;0;162406;92416;0;0;0;151846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;796590;0;0;0;0;39135;0;0;0;0;0;0;0;1174189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Praha;2013;14.6088641578281;50.0203687114002;5;35304167001.6;0;0;0;2543880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1274741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Praha;2016;14.6088641578281;50.0203687114002;5;38522847667.2;0;0;0;0;0;18601658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Brno;2010;16.6645390374154;49.2853994049525;5;4147648341.33333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Brno;2013;16.6645390374154;49.2853994049525;5;4458259592.53333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Brno;2016;16.6645390374154;49.2853994049525;5;4768870843.73333;0;0;0;0;0;360919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Ostrava;2010;18.1876136297997;49.7318932106379;5;2652373120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Ostrava;2013;18.1876136297997;49.7318932106379;5;2796177817.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Ostrava;2016;18.1876136297997;49.7318932106379;5;2939982515.2;0;0;0;0;0;533180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;Berlin;2010;13.4573442936723;52.4142112115336;6;62821440469.3333;0;0;2252794;600;0;10506;0;0;0;82350;0;0;0;0;0;0;7587;143303;260447;25242;0;0;0;5003764;0;0;0;0;33265;0;0;0;0;0;0;0;3259877;0;0;0;33837000;0;336754;0;0;2793;5194;0;0;0;0;0;12262;0;0;31000;0;0;0;0;59416;0;0;0;0;0;0;0;111544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;Berlin;2013;13.4573442936723;52.4142112115336;6;64800063701.3333;287539;0;321383;3060;528728;15121;0;0;18500;99736;0;0;9821379;0;13278;130191;224022;145678;47163963;9676;0;0;0;1702;0;0;0;0;0;0;0;0;0;34264;0;0;1162208;0;0;0;34645;0;303926;33508;0;7892;0;182082;0;0;0;0;17498;0;0;0;0;0;0;0;27612;0;0;0;0;0;0;0;132435;0;0;0;0;0;0;67647;0;0;0;0;0;700;0;0;0;0;0;0;0
14;Berlin;2016;13.4573442936723;52.4142112115336;6;66778686933.3333;0;0;0;2;29;74762844;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;Hamburg;2010;10.0303690550685;53.625595594233;6;52219278933.3333;1158709;0;7945452;107100;210228;1462194;17735389;6820265;62651;1039092;0;0;1144007;1200;12639158;3e+05;0;29955;17071597;0;0;0;3730;1237947;0;0;0;0;1383611;0;0;0;0;0;30552111;581246;683124;425317;0;0;0;6458994;0;392148;125827;0;0;271413;0;0;43058;0;37329;39262179;384043;0;0;2811422;0;758343;0;0;0;0;0;0;1266911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2439000;0;0;0;0;0;0;0
15;Hamburg;2013;10.0303690550685;53.625595594233;6;53924905506.1333;426746;0;30875648;214601;337262;39309;11651849;6907890;88537;1280292;0;0;0;0;13506001;4177384;0;111207;19553309;27117;286168;0;0;81765;0;0;0;0;22013;96032;0;23161;0;0;83074309;0;0;155229;0;0;40305;6103600;0;0;4733;2000;0;690292;9633;0;0;190700;50513;13845206;128102;0;4051900;3244300;0;0;0;0;0;0;0;0;1084163;0;16711;0;0;0;24092;0;0;0;0;0;0;89869;0;0;0;0;0;0;0;0;0
15;Hamburg;2016;10.0303690550685;53.625595594233;6;55630532078.9333;0;0;5360;171128;0;159943641;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;25654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;München;2010;11.5359927780825;48.1924681198419;6;39299730090.6667;16893179;0;15469526;242342;0;218109;0;18703355;0;2929020;79071076;0;566;0;154881;41689;592883;1723293;5590851;105963;0;0;0;1223114;0;0;0;0;1705086;0;0;0;0;3966643;0;3033188;3369156;28701;0;0;104522;0;0;41609;20;4916667;238132;1244173;50650;8088;0;0;0;0;0;0;106942100;0;0;65430836;7485;0;0;0;0;0;1317419;0;0;0;0;979934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;München;2013;11.5359927780825;48.1924681198419;6;41972348791.4667;17096088;0;10598888;6241202;3190;44500;0;19251089;0;84974245;15369670;0;0;0;77654;72854;189481;2014964;2248824;218969;0;0;0;59978;0;0;0;0;13200;0;0;0;0;4260540;0;280971;6091129;21345;0;0;92145;0;0;18555;93723;5727410;239162;5081129;0;18692;0;76502;2817775;0;0;0;134484177;264484;0;78102436;122348;0;0;0;0;0;0;0;0;0;6862;5624879;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;München;2016;11.5359927780825;48.1924681198419;6;44644967492.2667;0;0;0;1316;45254;499116943;0;0;0;2516;0;0;0;0;0;0;633;500;11;0;0;0;0;0;0;0;0;0;7212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19446;14294;0;1047014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Frankfurt am Main;2010;8.89104954861874;50.2066325169939;6;26489641557.3333;3331534;136763;4277484;18304896;340822;5982460;0;3420692;704281;9610118;2389389;0;0;20310;108000;7746106;833667;559047;13023544;41000;11474300;0;0;19094628;0;0;0;117096;252978;0;0;0;21361;0;3200;1233540;0;0;0;780000;1100;0;1367431;981994;3490661;17080;0;2503206;669107;163785;0;0;0;0;0;16506000;9901544;0;0;18692;0;0;0;1e+05;0;0;0;0;0;14068996;0;0;91364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Frankfurt am Main;2013;8.89104954861874;50.2066325169939;6;27798478549.3333;4204311;86093;7240876;51983774;103240;11876316;0;1028244;652586;1799963;1874094;287773;1515152;1515493;493109;191249;12171;514097;3855181;60325;3592577;0;0;12685228;454688;0;0;127098;236314;0;0;0;20802;0;0;2500;0;2394;0;0;3771434;600;31259446;665841;4135279;703659;2541;510645;688803;130141;0;123306;0;0;0;520400;0;0;0;13479603;0;0;0;0;0;600;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Frankfurt am Main;2016;8.89104954861874;50.2066325169939;6;29107315541.3333;0;0;36002;37998;4215;230894266;0;0;0;0;395;0;0;0;0;0;0;0;915889;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;1709;0;0;0;10638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;Stuttgart;2010;9.33188424863976;48.7772204957195;6;28119457536;51711184;0;65751339;173328;1.9e+07;0;0;0;0;74380;404092;0;0;0;0;0;84010;1450464;2075448;0;0;0;0;0;0;0;1e+05;0;12891;0;0;0;1760979;1984000;0;0;0;0;0;302750;0;0;0;135182;7500;598561;0;7650;0;0;0;0;0;0;0;0;10664669;0;0;105696576;0;0;215000;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;Stuttgart;2013;9.33188424863976;48.7772204957195;6;29179154611.2;58652188;0;27774727;1568799;0;2200;0;0;0;59699;0;0;0;0;0;0;108625;2202522;1974421;1550;34441;0;0;0;0;0;0;0;3850;0;0;0;2058841;42512;0;110195;0;0;0;308910;0;0;0;0;7500;757704;0;0;18958;0;0;0;0;0;0;0;2277372;0;0;107824000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;Stuttgart;2016;9.33188424863976;48.7772204957195;6;30238851686.4;0;0;0;0;0;301299778;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;Leipzig;2010;12.6744302230414;51.3590283980809;6;7320181930.66667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
