id_origin;id_destination;year;weight
132;14;2010;61388
132;102;2010;7787
99;122;2010;188409
1;123;2010;18589
1;122;2010;38634439
23;123;2010;201
23;129;2010;2580579
23;125;2010;1642
23;122;2010;218438158
15;123;2010;49134
15;129;2010;856975
15;126;2010;4997042
15;132;2010;526174
15;124;2010;1618123
15;122;2010;4248663146
15;127;2010;403815
15;131;2010;121231
4;122;2010;6583545
104;123;2010;27069
104;124;2010;3452981
104;122;2010;74366071
29;123;2010;15456
29;122;2010;37967545
109;123;2010;83990
109;132;2010;430384
109;124;2010;10679
109;122;2010;3604091
46;126;2010;169348
46;122;2010;6590349
124;26;2010;1629402
124;97;2010;36208359
124;115;2010;59485173
124;123;2010;32461287
124;87;2010;5788
124;51;2010;198133
124;6;2010;6179781
124;129;2010;1747883
124;48;2010;3174798330
124;27;2010;33418238
124;81;2010;26102635
124;21;2010;63243
124;126;2010;665179988
124;98;2010;133539
124;100;2010;124193
124;27;2010;17042062
124;83;2010;22052496
124;17;2010;105252177
124;125;2010;1375015
124;23;2010;31692
124;15;2010;51728221
124;29;2010;17932273
124;8;2010;139905
124;122;2010;1365213304
124;96;2010;360924142
124;34;2010;177572867
124;127;2010;7044599
124;116;2010;9184192
124;53;2010;60971
124;74;2010;38922
124;101;2010;31893810
124;16;2010;479200276
124;71;2010;11300
124;131;2010;225432
124;32;2010;13835
124;30;2010;9972071
124;18;2010;226229
124;50;2010;117
124;76;2010;20423
124;75;2010;163609
124;0;2010;3742030
124;119;2010;28
103;122;2010;1326941
19;123;2010;3155
19;122;2010;11339
8;123;2010;4608011
8;126;2010;28632
8;122;2010;27166921
122;26;2010;4664263
122;97;2010;4425209766
122;65;2010;571049
122;115;2010;1170624633
122;67;2010;97050
122;123;2010;380311337
122;87;2010;391803
122;51;2010;142679
122;22;2010;38239
122;6;2010;1090844292
122;79;2010;4169230
122;28;2010;3840000
122;129;2010;13926277
122;48;2010;50755039894
122;61;2010;5081
122;62;2010;13787
122;73;2010;254297
122;7;2010;66416
122;20;2010;144612
122;27;2010;204389148
122;81;2010;194928033
122;21;2010;155440570
122;10;2010;2934
122;126;2010;5315878930
122;98;2010;1082450042
122;100;2010;5142601
122;25;2010;355422
122;27;2010;324865002
122;56;2010;1154559
122;83;2010;1437684079
122;86;2010;13355223
122;69;2010;54549
122;89;2010;924400
122;17;2010;2032380874
122;125;2010;183725772
122;132;2010;4568304
122;1;2010;45363
122;23;2010;1117609432
122;15;2010;75823143
122;4;2010;5516
122;104;2010;4464017
122;29;2010;25959759
122;109;2010;4547802
122;46;2010;3247
122;124;2010;828958668
122;103;2010;1242721
122;8;2010;5795335
122;66;2010;9586
122;2;2010;1296062
122;117;2010;177379
122;96;2010;1071838710
122;49;2010;16286438
122;34;2010;8176009174
122;127;2010;531325224
122;116;2010;11384394
122;74;2010;38824459
122;101;2010;564498440
122;16;2010;20145197772
122;84;2010;3720
122;71;2010;322087
122;52;2010;2048402
122;24;2010;8010640
122;131;2010;10769703
122;32;2010;224570
122;82;2010;339069
122;111;2010;2061316
122;30;2010;1705686
122;92;2010;18351186
122;106;2010;20761
122;11;2010;1141384
122;91;2010;1708634
122;57;2010;917308
122;55;2010;2017171
122;31;2010;27260
122;9;2010;819
122;18;2010;2210031902
122;35;2010;8394274
122;3;2010;454952
122;50;2010;181686
122;85;2010;1044215609
122;64;2010;133613
122;14;2010;48505423
122;76;2010;711258
122;75;2010;158749
122;94;2010;2762332
122;0;2010;30107057
122;38;2010;390
122;88;2010;934884
122;102;2010;630035
122;105;2010;3747612
122;78;2010;4286
122;36;2010;20177668
63;122;2010;417074
66;129;2010;860904
66;122;2010;462151
2;124;2010;34773
2;122;2010;62537504
117;122;2010;20747861
96;123;2010;8710182
96;129;2010;361593
96;126;2010;9925380
96;125;2010;2635
96;124;2010;8565841
96;122;2010;1878186924
96;127;2010;501132
49;123;2010;432550
49;125;2010;18528
49;124;2010;981771
49;122;2010;48673628
49;131;2010;21590
34;123;2010;1376592
34;129;2010;1797928
34;126;2010;143231779
34;125;2010;28609600
34;124;2010;957239
34;122;2010;1467177893
34;127;2010;2450
127;26;2010;3447299
127;97;2010;83036631
127;115;2010;23524919
127;123;2010;18071062
127;6;2010;40602524
127;129;2010;657435
127;48;2010;2597301510
127;27;2010;43694
127;81;2010;875473
127;21;2010;694999212
127;54;2010;25336
127;126;2010;179337618
127;98;2010;1590820
127;100;2010;499897
127;27;2010;31855465
127;83;2010;501132
127;17;2010;27364968
127;125;2010;1103981
127;132;2010;405031
127;99;2010;1438
127;23;2010;25789346
127;47;2010;1797000
127;5;2010;24314
127;104;2010;118656
127;124;2010;7749409
127;122;2010;985331160
127;96;2010;718723897
127;49;2010;626681
127;34;2010;126504775
127;116;2010;484406
127;74;2010;13461
127;101;2010;28510270
127;16;2010;477152270
127;24;2010;11439577
127;131;2010;3669
127;91;2010;1724667
127;57;2010;1144904
127;18;2010;4082839
127;85;2010;1312557
127;14;2010;3104510
127;0;2010;4361
127;105;2010;29153
116;123;2010;9048
116;129;2010;1179428
116;126;2010;60555
116;124;2010;904341
116;122;2010;79143669
53;123;2010;1059
53;122;2010;47521
74;126;2010;10269657
74;125;2010;40681
74;122;2010;90924169
101;129;2010;841610
101;122;2010;125649045
16;123;2010;1785038
16;129;2010;2241551
16;126;2010;163404957
16;124;2010;953615
16;122;2010;1141304491
16;127;2010;414923
84;122;2010;17926403
52;126;2010;1
52;122;2010;3598313
24;123;2010;43300
24;122;2010;136971939
131;97;2010;38167151
131;123;2010;684929
131;6;2010;506771
131;129;2010;96
131;48;2010;229932186
131;126;2010;41354526
131;98;2010;117699
131;17;2010;696367
131;124;2010;8384408
131;122;2010;97013723
131;34;2010;379192
131;127;2010;328096
131;16;2010;6943897
32;122;2010;2562715
118;122;2010;409053
58;122;2010;35483
82;123;2010;2877374
82;126;2010;97104
82;132;2010;526174
82;122;2010;5454808
82;127;2010;30788
82;131;2010;121231
111;123;2010;118078
111;122;2010;42916084
111;127;2010;544
30;123;2010;85747
30;126;2010;9937633
30;122;2010;50678990
30;127;2010;76232
68;122;2010;23488
92;122;2010;88008980
39;122;2010;8469302
106;123;2010;11278
106;129;2010;849726
106;132;2010;455075
106;124;2010;57540
106;122;2010;25179393
106;127;2010;506342
11;123;2010;2049192
11;122;2010;58631790
91;126;2010;625
91;124;2010;545269
91;122;2010;1830444
57;123;2010;26041
57;122;2010;6419576
55;125;2010;12564
55;122;2010;12
110;122;2010;274214
113;123;2010;80221
31;122;2010;176894
9;123;2010;996
9;122;2010;66678
18;123;2010;227000
18;124;2010;24646
18;122;2010;379190028
35;122;2010;12493670
3;123;2010;77939
3;122;2010;19013682
50;123;2010;55447
50;124;2010;7511
50;122;2010;136484
50;127;2010;7032
45;122;2010;2170547
85;129;2010;15143
85;122;2010;404142065
64;122;2010;132020
14;123;2010;793460
14;122;2010;45143512
14;127;2010;1127325
76;123;2010;775087
76;122;2010;232358
75;122;2010;358355
75;127;2010;438579
94;123;2010;2514343
94;122;2010;1659136
0;123;2010;8674013
0;126;2010;7440434
0;132;2010;567903
0;124;2010;52674
0;122;2010;495497331
0;127;2010;731639
38;122;2010;67895264
37;122;2010;17165858
95;122;2010;5597941
88;123;2010;8164403
88;122;2010;6727015
119;122;2010;83662
119;127;2010;13258
102;123;2010;702821
102;129;2010;4609
102;132;2010;532110
102;124;2010;4139185
102;122;2010;497749197
102;127;2010;1063306
105;123;2010;24383
105;122;2010;23156853
43;125;2010;232
78;123;2010;33238
78;122;2010;304192
36;123;2010;4589621
26;129;2013;470
26;126;2013;1856347
26;122;2013;12828831
42;122;2013;419092
97;123;2013;10710083
97;129;2013;197042
97;81;2013;56459
97;126;2013;512410087
97;125;2013;970611
97;124;2013;739803
97;122;2013;7587268243
97;127;2013;1561138
97;131;2013;5768038
65;124;2013;3827382
115;123;2013;180574
115;129;2013;1316793
115;81;2013;18964
115;126;2013;608703246
115;122;2013;2447600114
67;122;2013;57659824
123;26;2013;1862200
123;97;2013;176111728
123;115;2013;82455097
123;87;2013;689436
123;22;2013;125680
123;6;2013;86736657
123;28;2013;20008200
123;129;2013;70200
123;48;2013;4089596603
123;73;2013;190475
123;7;2013;688535
123;20;2013;93537
123;27;2013;1108132
123;81;2013;106937190
123;21;2013;13600106432
123;126;2013;611685381
123;98;2013;93381
123;100;2013;2921710
123;27;2013;3828827
123;17;2013;958851025
123;125;2013;5435712
123;132;2013;4517993
123;1;2013;103585
123;23;2013;1027135
123;15;2013;11901124
123;29;2013;10514270
123;124;2013;5089567
123;122;2013;10239990864
123;63;2013;946470
123;2;2013;12338974
123;117;2013;3028279
123;96;2013;293028314
123;49;2013;123768
123;34;2013;556077836
123;127;2013;3812261
123;116;2013;178134
123;53;2013;54315
123;74;2013;8207092
123;101;2013;61827373
123;16;2013;1363859009
123;84;2013;12444
123;52;2013;24598
123;24;2013;2770746
123;131;2013;28072
123;118;2013;24447
123;30;2013;15944143
123;60;2013;22345
123;55;2013;71736
123;18;2013;747811099
123;3;2013;289518
123;45;2013;6021
123;85;2013;623790012
123;14;2013;43580617
123;94;2013;18810
123;0;2013;342487
123;102;2013;7333
87;123;2013;557
87;126;2013;15731034
87;122;2013;35226543
51;122;2013;21690961
22;124;2013;183142
22;122;2013;409994484
22;127;2013;84188
6;123;2013;10214468
6;129;2013;132083
6;81;2013;10380
6;126;2013;51390038
6;132;2013;446249
6;124;2013;10209069
6;122;2013;3124990283
6;127;2013;861118
79;123;2013;5347229
79;126;2013;1230910
79;125;2013;9537
79;132;2013;25122
79;124;2013;3369974
79;122;2013;781530151
79;127;2013;704337
28;124;2013;3499798
28;122;2013;11292
108;123;2013;2512
108;122;2013;1791817
129;97;2013;7616183
129;115;2013;20351367
129;123;2013;2879449
129;6;2013;7998081
129;108;2013;58190
129;48;2013;2052257932
129;27;2013;76935
129;21;2013;198569
129;126;2013;221486159
129;100;2013;21925
129;17;2013;429911770
129;15;2013;61388
129;124;2013;3273317
129;122;2013;2769839721
129;96;2013;20935
129;49;2013;403643
129;34;2013;4160050
129;127;2013;29511
129;116;2013;285640
129;101;2013;17058000
129;16;2013;505819706
129;52;2013;31100
129;131;2013;18311
129;30;2013;31670598
129;31;2013;446392
129;18;2013;213347996
129;85;2013;1725
129;14;2013;162256
129;0;2013;49371
48;123;2013;32103057
48;129;2013;1311669
48;81;2013;105650
48;126;2013;341480519
48;125;2013;51000
48;132;2013;1624030
48;124;2013;8563341
48;122;2013;16438362294
48;127;2013;348862
48;131;2013;698367
61;122;2013;632
61;127;2013;22854
112;122;2013;13497569
73;122;2013;125283
77;122;2013;356954
7;122;2013;365072150
59;129;2013;1371222
20;122;2013;2358277
20;127;2013;141138
27;123;2013;6939784
27;124;2013;3542127
27;122;2013;422521236
27;127;2013;1308
81;115;2013;9459252
81;123;2013;4194362
81;6;2013;1323518
81;129;2013;1023422
81;48;2013;163629518
81;126;2013;329116242
81;17;2013;33351000
81;125;2013;758570
81;132;2013;847532
81;124;2013;22562501
81;122;2013;5647573295
81;127;2013;7728637
81;101;2013;18381518
81;131;2013;1039342
21;97;2013;178770
21;123;2013;39724074
21;129;2013;10173
21;126;2013;9090196
21;125;2013;42923
21;132;2013;883524
21;122;2013;1658158485
54;122;2013;53028901
10;126;2013;3994600
10;122;2013;463106735
126;97;2013;109894672
126;115;2013;53505761
126;123;2013;8519100
126;22;2013;465394
126;6;2013;22770189
126;79;2013;441256
126;129;2013;3511531
126;48;2013;1895351141
126;73;2013;69915
126;81;2013;7200610
126;21;2013;241178758
126;98;2013;5660405
126;17;2013;564247371
126;125;2013;2421596
126;132;2013;231470
126;99;2013;55758
126;15;2013;4052590
126;124;2013;5171362
126;122;2013;4047612463
126;66;2013;109699
126;96;2013;817591
126;34;2013;461649536
126;127;2013;7603677
126;74;2013;319014
126;101;2013;12523600
126;16;2013;365389902
126;52;2013;554109
126;131;2013;1668738
126;30;2013;15787000
126;11;2013;164030
126;0;2013;127348
126;102;2013;229006
98;123;2013;576417
98;126;2013;9645635
98;125;2013;2773038
98;124;2013;3675723
98;122;2013;82030284
98;127;2013;19184
100;123;2013;1631503
100;129;2013;1358536
100;122;2013;398591731
100;127;2013;8682
25;129;2013;1775239
25;122;2013;76915081
27;123;2013;537693
27;126;2013;44689600
27;124;2013;3369810
27;122;2013;582090913
56;122;2013;53154888
83;123;2013;5048780
83;126;2013;455484810
83;122;2013;1979927638
86;123;2013;6865979
86;81;2013;2113
86;126;2013;1020261
86;122;2013;19044296
69;122;2013;13109
17;123;2013;20451814
17;129;2013;580565
17;126;2013;71783788
17;125;2013;1000
17;124;2013;5191398
17;122;2013;2884579738
17;127;2013;407306
93;129;2013;32636
93;122;2013;8479208
107;125;2013;147289
107;122;2013;18141501
125;97;2013;71814944
125;115;2013;2773542
125;123;2013;12370405
125;6;2013;8284550
125;129;2013;224768
125;48;2013;798373562
125;61;2013;62022
125;81;2013;18022894
125;126;2013;267266085
125;100;2013;1144450
125;27;2013;200016000
125;17;2013;270005993
125;132;2013;499691
125;124;2013;57071785
125;122;2013;1638276552
125;34;2013;51128577
125;127;2013;50477585
125;101;2013;20104550
125;16;2013;224856005
125;14;2013;130513337
132;97;2013;799679
132;115;2013;10296149
132;123;2013;11299653
132;6;2013;5295207
132;129;2013;5984
132;48;2013;408964149
132;81;2013;1751
132;21;2013;417628931
132;126;2013;122288035
132;27;2013;50004000
132;86;2013;114250
132;17;2013;33744482
132;125;2013;3904226
132;1;2013;24269
132;124;2013;93716
132;122;2013;891361861
132;96;2013;155512
132;34;2013;6075
132;127;2013;473935
132;16;2013;139374684
132;18;2013;158877350
132;14;2013;35219
132;0;2013;14473801
132;102;2013;4757
99;124;2013;65652
99;122;2013;758929874
1;126;2013;4650674
1;122;2013;417785479
23;123;2013;60000
23;129;2013;4152562
23;126;2013;47197178
23;122;2013;1017438336
15;129;2013;1821815
15;132;2013;847092
15;124;2013;2136970
15;122;2013;13366604598
15;127;2013;344592
15;131;2013;1469674
114;122;2013;60097550
4;122;2013;254889
47;123;2013;14954
5;122;2013;30962
104;123;2013;28840
104;124;2013;3671005
104;122;2013;88180026
121;122;2013;1533599
29;123;2013;16959
29;124;2013;13175
29;122;2013;121724287
109;123;2013;61192
109;132;2013;409840
109;122;2013;29643814
109;127;2013;9467
46;126;2013;178998
46;122;2013;7860965
124;97;2013;28706232
124;115;2013;18889358
124;123;2013;7755258
124;6;2013;16840244
124;28;2013;10043596
124;129;2013;442067
124;48;2013;2390226487
124;27;2013;410702
124;81;2013;75625787
124;21;2013;110859518
124;126;2013;173775080
124;98;2013;37133
124;100;2013;2224806
124;27;2013;2743439
124;17;2013;488952311
124;125;2013;20408897
124;15;2013;25335683
124;29;2013;88453
124;8;2013;155771
124;122;2013;4093118749
124;66;2013;186226
124;96;2013;149298015
124;49;2013;396060
124;34;2013;13155805
124;127;2013;2056830
124;116;2013;1224
124;74;2013;48696
124;101;2013;22516203
124;16;2013;592146796
124;131;2013;1628469
124;32;2013;13864
124;30;2013;47445084
124;11;2013;1268635
124;18;2013;53095166
124;3;2013;2190559
124;50;2013;224
124;14;2013;1392801023
124;76;2013;23437
124;75;2013;147539
124;119;2013;8
124;105;2013;1589420
124;78;2013;19165
103;124;2013;31994
103;122;2013;201163
19;122;2013;726808533
19;127;2013;3897133
8;123;2013;8100
8;126;2013;30654
8;122;2013;44338479
122;26;2013;220773
122;97;2013;4825358336
122;65;2013;216870
122;115;2013;1826899124
122;67;2013;295138
122;123;2013;196875198
122;87;2013;1072876
122;51;2013;540961
122;22;2013;131342
122;6;2013;1233260181
122;79;2013;8041910
122;28;2013;3427957587
122;129;2013;19598961
122;48;2013;39818896920
122;61;2013;94124
122;7;2013;75063
122;59;2013;364524
122;20;2013;64590
122;27;2013;1133268
122;81;2013;569747753
122;21;2013;1445602769
122;10;2013;24620
122;126;2013;9171806080
122;98;2013;411170
122;100;2013;3409167
122;25;2013;1041343
122;27;2013;769095157
122;83;2013;632123287
122;86;2013;3041
122;69;2013;47987
122;17;2013;16382978502
122;93;2013;1070979
122;125;2013;30458976
122;132;2013;5126136
122;99;2013;1070
122;1;2013;531501
122;23;2013;318302931
122;15;2013;74127759
122;4;2013;27419
122;104;2013;2501128
122;29;2013;1024843
122;124;2013;136161467
122;8;2013;275931
122;2;2013;2288150
122;117;2013;145930
122;96;2013;718756869
122;49;2013;7551420
122;34;2013;492218571
122;127;2013;70240817
122;116;2013;15214450
122;74;2013;26015780
122;101;2013;1111602515
122;16;2013;18042300682
122;71;2013;785616
122;52;2013;579652
122;24;2013;41769650
122;131;2013;7786593
122;32;2013;120632266
122;82;2013;1337575
122;111;2013;1014700
122;30;2013;1303495508
122;68;2013;146263
122;92;2013;2069914
122;39;2013;371
122;11;2013;1182279
122;91;2013;3920
122;57;2013;452669
122;55;2013;857566
122;18;2013;2662756774
122;35;2013;5896
122;3;2013;908880
122;50;2013;281970
122;85;2013;1834743995
122;64;2013;144899
122;14;2013;492503720
122;76;2013;147240
122;75;2013;135437
122;0;2013;98965578
122;38;2013;401
122;37;2013;34755
122;95;2013;53289
122;88;2013;1014746
122;102;2013;1410010
122;105;2013;1027793
122;36;2013;151279
63;122;2013;4776815
66;129;2013;1389211
66;124;2013;288
66;122;2013;53332452
2;129;2013;99684
2;122;2013;116910111
117;122;2013;12948141
96;123;2013;7045415
96;129;2013;362840
96;126;2013;40181125
96;132;2013;177145
96;124;2013;10050642
96;122;2013;4765753315
96;127;2013;716359
96;131;2013;46840
49;123;2013;533624
49;125;2013;2798921
49;124;2013;1299758
49;122;2013;120564204
49;127;2013;106250
34;123;2013;11410420
34;129;2013;2502323
34;126;2013;206657839
34;125;2013;2773038
34;124;2013;1653387
34;122;2013;3272183927
34;127;2013;68610
34;131;2013;33498
127;26;2013;2283275
127;97;2013;128022950
127;115;2013;61533972
127;123;2013;26435203
127;6;2013;37751230
127;28;2013;2764784023
127;129;2013;1409368
127;48;2013;2180377919
127;61;2013;21983
127;73;2013;45526
127;27;2013;608919
127;81;2013;39576391
127;21;2013;278332664
127;10;2013;22019
127;126;2013;316771307
127;98;2013;16598733
127;25;2013;12109
127;27;2013;1843741
127;56;2013;32008
127;17;2013;276467800
127;125;2013;45425
127;132;2013;378088
127;23;2013;6462
127;15;2013;37929521
127;104;2013;116244
127;29;2013;5420
127;124;2013;3666327
127;8;2013;212527
127;122;2013;4594417287
127;96;2013;145927765
127;49;2013;1253883
127;34;2013;34556830
127;116;2013;3455768
127;74;2013;16587163
127;101;2013;61149623
127;16;2013;467566667
127;24;2013;1552064
127;131;2013;170213
127;82;2013;242734
127;68;2013;114764
127;57;2013;469723
127;18;2013;52692540
127;3;2013;4509042
127;85;2013;118643
127;76;2013;123316
127;75;2013;65207
127;0;2013;13382326
120;122;2013;204600
116;123;2013;12449
116;129;2013;1506317
116;125;2013;1807
116;124;2013;1200116
116;122;2013;127195526
53;122;2013;52938100
74;123;2013;662240
74;125;2013;5596377
74;122;2013;291760301
101;123;2013;104175
101;129;2013;1368171
101;126;2013;38178078
101;122;2013;233730131
16;123;2013;12774810
16;129;2013;2465310
16;126;2013;353059469
16;132;2013;3499
16;124;2013;9580972
16;122;2013;2010703765
16;127;2013;439347
84;123;2013;317
84;122;2013;17276055
71;123;2013;61127
71;122;2013;54500943
71;127;2013;1273585
52;126;2013;1
52;122;2013;54122339
24;123;2013;43202
24;129;2013;360761
24;126;2013;9087108
24;122;2013;1736891153
131;97;2013;36430022
131;123;2013;299338
131;48;2013;204862754
131;126;2013;106022860
131;17;2013;67766627
131;124;2013;3842920
131;122;2013;169880198
131;34;2013;462428
131;127;2013;286585
131;53;2013;42002
41;122;2013;15773340
32;123;2013;62134
32;122;2013;62392601
118;122;2013;170793
58;122;2013;25955
82;123;2013;1993481
82;129;2013;3241
82;126;2013;8888970
82;132;2013;776700
82;122;2013;34647829
82;131;2013;790166
111;123;2013;547806
111;124;2013;90
111;122;2013;241144154
111;127;2013;7866
30;126;2013;37470180
30;122;2013;87133205
68;122;2013;21188
92;122;2013;132658
39;122;2013;5540076
106;129;2013;1382527
106;124;2013;116113
106;122;2013;31007037
11;122;2013;19742026
91;126;2013;3911
91;124;2013;1051028
91;122;2013;17804125
70;122;2013;384579314
57;123;2013;11064
57;122;2013;66
57;127;2013;946763
55;123;2013;70527
55;124;2013;1719
55;122;2013;12
110;123;2013;40082
110;122;2013;30876821
113;124;2013;5228
31;122;2013;67932320
9;123;2013;5203
9;126;2013;28806071
9;122;2013;367777644
18;123;2013;12200
18;129;2013;366147
18;124;2013;156759
18;122;2013;553471136
18;127;2013;23833
35;122;2013;12438934
3;123;2013;5106288
3;122;2013;734680314
33;122;2013;621
50;123;2013;21480
50;122;2013;21230903
45;123;2013;62968
45;126;2013;1457800
45;122;2013;55752448
45;127;2013;50430
85;126;2013;85449843
85;122;2013;877644142
64;122;2013;5484
14;123;2013;925916
14;126;2013;6850
14;125;2013;353694
14;122;2013;208612213
14;127;2013;1165012
76;123;2013;784818
76;124;2013;4348
76;122;2013;1064713
75;122;2013;726640
75;127;2013;350221
75;131;2013;679508
94;123;2013;22976
94;122;2013;838184
0;123;2013;17236422
0;129;2013;760206
0;126;2013;26179109
0;132;2013;67507
0;124;2013;1201127
0;122;2013;3320976065
0;127;2013;943693
37;122;2013;3372550
95;124;2013;1247
95;122;2013;15536072
88;123;2013;9919766
88;126;2013;31210
88;122;2013;75917821
119;122;2013;10988572
102;123;2013;10440993
102;126;2013;7467114
102;132;2013;782268
102;124;2013;1867871
102;122;2013;1173081126
102;127;2013;88512
105;123;2013;31550
105;126;2013;943335
105;124;2013;1247
105;122;2013;94145343
78;123;2013;22614
78;122;2013;961188
36;123;2013;6867321
36;122;2013;39047419
26;129;2016;669608
26;126;2016;4326706
26;122;2016;20705208
42;122;2016;702591
97;123;2016;151686477
97;129;2016;661288
97;126;2016;685432271
97;125;2016;51940
97;132;2016;1355122
97;124;2016;1280255
97;122;2016;10341186730
97;127;2016;5008483
65;124;2016;3926460
65;122;2016;21809
72;122;2016;10566676
115;123;2016;23826824
115;129;2016;6940729
