id_origin;id_destination;year;weight
115;126;2016;639215799
115;132;2016;2500930
115;124;2016;149666
115;122;2016;3498780771
115;127;2016;558884
67;122;2016;184408867
123;26;2016;9950658
123;97;2016;615720749
123;115;2016;204403870
123;87;2016;512652
123;51;2016;145736
123;6;2016;88679793
123;28;2016;8587176
123;129;2016;4328210
123;48;2016;5987666430
123;61;2016;21613342
123;73;2016;266204
123;7;2016;134746
123;27;2016;774769
123;81;2016;387130649
123;21;2016;8681679193
123;10;2016;191988
123;126;2016;787271159
123;98;2016;13290
123;100;2016;355664
123;25;2016;688869
123;27;2016;277933437
123;17;2016;128294012
123;125;2016;12208412
123;132;2016;1627430
123;99;2016;180684
123;1;2016;201986
123;23;2016;197984178
123;15;2016;19623408
123;124;2016;32965614
123;122;2016;16198869957
123;63;2016;4817708
123;2;2016;90779686
123;117;2016;723505
123;96;2016;40106978
123;49;2016;88306787
123;34;2016;511436922
123;127;2016;38005746
123;116;2016;362498
123;74;2016;315823
123;101;2016;42519395
123;16;2016;1665788658
123;71;2016;136147
123;52;2016;41593
123;24;2016;12006011
123;118;2016;38587
123;30;2016;17685999
123;60;2016;23401
123;55;2016;75331
123;18;2016;3843442920
123;3;2016;230665
123;50;2016;490072
123;45;2016;1906089
123;85;2016;2379832568
123;14;2016;143358
123;75;2016;212372
123;0;2016;5911216
123;88;2016;20307
40;122;2016;29921
87;123;2016;988
87;126;2016;10537067
87;122;2016;277793296
51;122;2016;97678564
22;123;2016;1775859
22;129;2016;26467
22;126;2016;8345666
22;124;2016;503457
22;122;2016;435899639
22;127;2016;64165
12;123;2016;10500064
12;129;2016;27458
12;124;2016;347480
12;122;2016;38576584
12;127;2016;1058922
6;123;2016;35884944
6;129;2016;1969694
6;126;2016;118260850
6;125;2016;43841
6;132;2016;2071409
6;124;2016;19500391
6;122;2016;3988519721
6;127;2016;14479006
79;123;2016;34528612
79;129;2016;1321226
79;126;2016;62710789
79;125;2016;2634013
79;124;2016;6143194
79;122;2016;2049443379
79;127;2016;3283293
28;122;2016;531099911
108;123;2016;93604
108;122;2016;69427445
108;127;2016;44089
90;122;2016;1605539
129;97;2016;42633885
129;115;2016;31806302
129;123;2016;9568079
129;22;2016;1090680
129;6;2016;20043722
129;48;2016;1671477856
129;81;2016;57760650
129;21;2016;182193
129;126;2016;69123598
129;98;2016;23872
129;83;2016;69365640
129;17;2016;65905285
129;107;2016;60774
129;125;2016;46566
129;132;2016;338813
129;23;2016;39331075
129;15;2016;62134
129;124;2016;2714039
129;122;2016;3781160261
129;117;2016;86374
129;96;2016;3672648
129;49;2016;603777
129;34;2016;39468614
129;127;2016;140640
129;116;2016;22199
129;101;2016;1572919
129;16;2016;469601061
129;32;2016;64446
129;30;2016;35477048
129;55;2016;113000
129;18;2016;224728428
129;85;2016;397368
129;14;2016;110841
129;88;2016;600817
48;123;2016;108921252
48;129;2016;2630521
48;126;2016;1910228418
48;125;2016;141668
48;132;2016;2588373
48;124;2016;13415199
48;122;2016;26968968974
48;127;2016;1762235
61;122;2016;224347663
61;127;2016;462487
62;123;2016;18029
62;122;2016;5262673
112;123;2016;7045
112;122;2016;35635405
77;123;2016;1738
77;122;2016;33027801
7;123;2016;6015
7;122;2016;101501437
7;127;2016;65782
80;122;2016;16062
59;122;2016;10694455
20;122;2016;12918395
20;127;2016;780493
27;123;2016;20491554
27;122;2016;53378226
81;123;2016;226283722
81;129;2016;1527629
81;126;2016;1253976387
81;125;2016;1620791
81;132;2016;735405
81;124;2016;15208906
81;122;2016;11822764331
81;127;2016;48168311
81;16;2016;76724000
21;97;2016;189
21;123;2016;54558394
21;129;2016;341944
21;126;2016;12188110
21;125;2016;6299
21;132;2016;924021
21;124;2016;2245074
21;122;2016;3014141511
21;127;2016;1844889
54;126;2016;140137294
54;122;2016;229046675
54;127;2016;987763
10;126;2016;8
10;124;2016;8810
10;122;2016;1095653069
126;97;2016;139535577
126;115;2016;46238505
126;123;2016;49260475
126;6;2016;8594042
126;129;2016;1971043
126;48;2016;2071156758
126;61;2016;26334717
126;81;2016;64920011
126;21;2016;237355832
126;98;2016;6372492
126;27;2016;42541327
126;17;2016;77777686
126;125;2016;30338446
126;132;2016;802791
126;23;2016;62986660
126;15;2016;12924808
126;124;2016;34550364
126;122;2016;7777836124
126;2;2016;11332774
126;96;2016;2010193
126;49;2016;6339970
126;34;2016;258318292
126;127;2016;5231334
126;116;2016;436
126;74;2016;8735
126;101;2016;27069508
126;16;2016;643123084
126;52;2016;301079
126;131;2016;23785
126;30;2016;17686888
126;18;2016;107762196
126;50;2016;923649
126;85;2016;163648
126;0;2016;86505
126;119;2016;173319
98;123;2016;6152228
98;126;2016;15847070
98;125;2016;5362261
98;124;2016;28068189
98;122;2016;526931910
98;127;2016;852731
100;123;2016;7306992
100;122;2016;1448667918
25;123;2016;10050060
25;129;2016;471381
25;125;2016;31232
25;122;2016;68741727
27;123;2016;749551
27;129;2016;256871
27;124;2016;658570
27;122;2016;998448668
27;127;2016;473064
56;124;2016;95698
56;122;2016;218623082
83;123;2016;26454634
83;129;2016;39026
83;81;2016;3349000
83;126;2016;271651462
83;132;2016;99906
83;122;2016;1539069802
83;127;2016;192058
86;123;2016;9982007
86;124;2016;2004
86;122;2016;77137326
86;127;2016;7902309
69;122;2016;79594540
17;123;2016;19436203
17;129;2016;7046452
17;126;2016;254129096
17;132;2016;25724
17;124;2016;22755246
17;122;2016;2626376860
17;127;2016;3012254
107;125;2016;245654
107;122;2016;168278340
107;127;2016;389728
125;97;2016;17634492
125;115;2016;27986731
125;123;2016;172242558
125;6;2016;11338262
125;129;2016;561757
125;48;2016;924777400
125;81;2016;159067904
125;126;2016;348224774
125;27;2016;190359996
125;17;2016;4469955
125;132;2016;9289863
125;29;2016;332479
125;124;2016;221183212
125;122;2016;2670469311
125;34;2016;9832668
125;127;2016;59666289
125;116;2016;911806
125;74;2016;65091
125;101;2016;5530974
125;16;2016;394854483
125;30;2016;17703193
125;18;2016;613911556
125;14;2016;41927601
125;105;2016;19500
132;97;2016;6290267
132;115;2016;72181
132;123;2016;16239084
132;129;2016;522432
132;48;2016;403938088
132;81;2016;14008800
132;21;2016;4663112
132;126;2016;178973180
132;98;2016;309
132;125;2016;640977
132;124;2016;5610892
132;128;2016;133102
132;122;2016;1041566890
132;96;2016;1388364
132;34;2016;25559834
132;127;2016;1808795
132;101;2016;908189
132;16;2016;155044522
132;18;2016;221367520
132;14;2016;2968399
132;0;2016;708561
99;126;2016;14
99;122;2016;520421855
99;127;2016;1119429
1;123;2016;162936
1;124;2016;36361
1;122;2016;397416141
1;127;2016;807160
23;123;2016;544626
23;126;2016;101914012
23;125;2016;234224
23;124;2016;269614
23;122;2016;1588486910
15;123;2016;1096
15;129;2016;1320090
15;126;2016;3219979
15;125;2016;19205
15;132;2016;908189
15;124;2016;1364702
15;122;2016;9514126802
15;127;2016;4953830
114;122;2016;53238
4;122;2016;262893
47;123;2016;18596
47;122;2016;4146161
104;123;2016;131560
104;126;2016;1049831
104;125;2016;2634591
104;124;2016;8954272
104;122;2016;792393242
104;127;2016;26776
121;123;2016;4091
121;122;2016;53600990
29;123;2016;17348
29;126;2016;2155606
29;122;2016;64337521
109;123;2016;136874
109;125;2016;2635594
109;132;2016;265295
109;124;2016;915704
109;122;2016;760084989
109;127;2016;790208
46;126;2016;3946277
46;122;2016;16639222
124;26;2016;501491
124;97;2016;5628272
124;115;2016;89016775
124;123;2016;79470812
124;6;2016;32641575
124;28;2016;8635314
124;129;2016;14881176
124;48;2016;3109548465
124;73;2016;5284
124;20;2016;57661
124;27;2016;200672
124;81;2016;80137304
124;21;2016;477549
124;126;2016;739693256
124;98;2016;90794
124;100;2016;1383053
124;27;2016;75435261
124;83;2016;1466
124;69;2016;2444
124;17;2016;97171848
124;125;2016;67050716
124;132;2016;12674098
124;23;2016;63266283
124;15;2016;297749978
124;29;2016;565431
124;128;2016;325671
124;8;2016;200740
124;122;2016;8579919116
124;66;2016;182573
124;2;2016;11336303
124;96;2016;6791864
124;49;2016;106284
124;34;2016;50725481
124;127;2016;5560891
124;116;2016;2796485
124;101;2016;17971251
124;16;2016;911942596
124;71;2016;13782
124;24;2016;38535576
124;131;2016;651602
124;32;2016;180792
124;18;2016;315188512
124;50;2016;20223
124;85;2016;41284781
124;14;2016;1091995737
124;0;2016;2680698
124;119;2016;221915
124;78;2016;222783
103;123;2016;1778253
103;124;2016;46473
103;122;2016;125244154
128;129;2016;289249
128;81;2016;1471317
128;122;2016;345509
128;96;2016;130
19;132;2016;19354
19;122;2016;543833105
8;123;2016;144713
8;129;2016;638555
8;126;2016;30068
8;124;2016;3502032
8;122;2016;124622571
8;127;2016;412
122;26;2016;62336552
122;97;2016;3992663729
122;65;2016;67728
122;115;2016;2699622267
122;67;2016;719875
122;123;2016;861422585
122;87;2016;8076262
122;22;2016;159511
122;6;2016;1443538760
122;79;2016;1182698
122;28;2016;4862319858
122;108;2016;98609
122;129;2016;79902176
122;48;2016;56409887149
122;61;2016;28369018
122;7;2016;1261524
122;59;2016;43248
122;27;2016;2489067
122;81;2016;1069105588
122;21;2016;2322826769
122;10;2016;9988967
122;126;2016;15305178903
122;98;2016;17428419
122;100;2016;4559112
122;25;2016;2866126
122;27;2016;952695614
122;83;2016;3806126207
122;86;2016;23865862
122;69;2016;38043
122;17;2016;3689250102
122;125;2016;85824172
122;132;2016;29138528
122;99;2016;151509
122;1;2016;4474045
122;23;2016;2652294286
122;15;2016;134026514
122;4;2016;655
122;104;2016;3486541
122;29;2016;2743799
122;46;2016;1085544
122;124;2016;240649108
122;8;2016;473966
122;2;2016;13256224
122;117;2016;344036
122;96;2016;647732924
122;49;2016;20955075
122;34;2016;4014209432
122;127;2016;130147612
122;116;2016;11266523
122;53;2016;937292
122;74;2016;149579
122;101;2016;923323900
122;16;2016;24606044416
122;84;2016;141273
122;71;2016;44964340
122;52;2016;140834
122;24;2016;7331991
122;131;2016;6951653
122;32;2016;19086764
122;82;2016;279463980
122;111;2016;70554
122;30;2016;2591737144
122;92;2016;1090457
122;39;2016;2031756
122;106;2016;277147
122;11;2016;103716493
122;91;2016;36973
122;55;2016;199292
122;110;2016;485613
122;18;2016;3305200726
122;35;2016;20136281
122;3;2016;675746
122;50;2016;7446541
122;85;2016;5537030848
122;14;2016;404512804
122;75;2016;29513
122;94;2016;2601428
122;0;2016;92994597
122;95;2016;335890
122;88;2016;614259
122;102;2016;4849504
122;105;2016;686832
122;78;2016;722547
122;36;2016;29238609
63;122;2016;157326918
66;122;2016;39498388
2;129;2016;1927878
2;122;2016;59594739
117;123;2016;10015117
117;126;2016;406580
117;124;2016;36039
117;122;2016;162774860
96;123;2016;204839001
96;129;2016;1011838
96;126;2016;784941472
96;125;2016;2630592
96;132;2016;502268
96;124;2016;4769317
96;122;2016;11143085137
96;127;2016;6628469
49;123;2016;1142197
49;126;2016;127298
49;125;2016;2650550
49;122;2016;473488185
49;127;2016;2163694
34;123;2016;40793538
34;129;2016;3296220
34;126;2016;257874186
34;125;2016;9852967
34;132;2016;319555
34;124;2016;1733591
34;122;2016;7992803657
34;127;2016;5514111
34;131;2016;564102
127;97;2016;94509764
127;115;2016;71185421
127;123;2016;89689937
127;87;2016;22567
127;6;2016;24971444
127;28;2016;2647292009
127;129;2016;2609305
127;48;2016;2510291914
127;27;2016;147799
127;81;2016;307976673
127;21;2016;181968896
127;126;2016;452724501
127;98;2016;26285969
127;86;2016;8062071
127;17;2016;109234141
127;125;2016;2877560
127;132;2016;4420455
127;23;2016;39352531
127;15;2016;200247
127;104;2016;56064
127;124;2016;116738187
127;122;2016;7876853113
127;2;2016;11324374
127;96;2016;10486068
127;49;2016;295504
127;34;2016;70920288
127;116;2016;713000
127;74;2016;139962
127;101;2016;91061777
127;16;2016;707493531
127;52;2016;86587
127;24;2016;1542529
127;131;2016;454007
127;32;2016;1234
127;58;2016;495143
127;82;2016;116605710
127;11;2016;6261
127;57;2016;94512
127;18;2016;95945573
127;3;2016;4144790
127;85;2016;18449461
127;14;2016;209195
127;0;2016;8146947
116;123;2016;74770
116;129;2016;3599498
116;125;2016;252957
116;122;2016;177887238
116;127;2016;78087
53;123;2016;159936
53;122;2016;49927529
74;123;2016;801052
74;125;2016;5375404
74;122;2016;280023368
74;127;2016;688
101;129;2016;432579
101;124;2016;85
101;122;2016;427187982
16;123;2016;18613344
16;129;2016;2895396
16;126;2016;183282699
16;132;2016;683760
16;124;2016;16046163
16;122;2016;3787820801
16;127;2016;1755690
84;123;2016;124942
84;122;2016;124323478
71;123;2016;116395
71;122;2016;265811565
71;127;2016;800135
52;129;2016;12403
52;124;2016;434440
52;122;2016;135115038
52;127;2016;1217967
24;123;2016;5450
24;126;2016;17254136
24;124;2016;21581
24;122;2016;744056472
24;127;2016;780493
131;97;2016;5993031
131;123;2016;1224440
131;6;2016;11088407
131;129;2016;10069
131;48;2016;29693006
131;126;2016;197273053
131;125;2016;2983
131;124;2016;4738390
131;122;2016;266667239
131;96;2016;32616
131;127;2016;305816
131;53;2016;911132
131;16;2016;4535
131;82;2016;8913279
41;122;2016;19237218
32;123;2016;32795
32;129;2016;21
32;124;2016;35214
32;122;2016;57109848
32;127;2016;206920
118;123;2016;71509
118;122;2016;44286284
58;122;2016;69158638
82;123;2016;21077
82;122;2016;322443305
82;127;2016;10154
13;123;2016;1174833
13;122;2016;4060550
13;127;2016;987145
111;123;2016;19473743
111;129;2016;124998
111;124;2016;1089616
111;122;2016;1062150036
111;127;2016;1693805
30;123;2016;44754
30;132;2016;2683705
30;124;2016;59478
30;122;2016;150026154
68;122;2016;1184653
60;123;2016;3889
92;123;2016;31757
92;122;2016;33189055
39;126;2016;748810
39;122;2016;22844530
106;124;2016;179733
106;122;2016;337081555
11;123;2016;33500654
11;129;2016;44028
11;126;2016;8000900
11;132;2016;912511
11;124;2016;4475441
11;122;2016;2013565208
11;127;2016;3867440
91;124;2016;920688
91;122;2016;109959469
91;127;2016;52220
70;122;2016;259547572
57;122;2016;14793435
55;123;2016;104925
55;125;2016;12563
55;124;2016;3495279
55;122;2016;34290001
110;123;2016;160055
110;122;2016;160271276
113;122;2016;3261911
31;122;2016;10921484
9;123;2016;24194826
9;124;2016;4265157
9;122;2016;467390256
9;127;2016;382827
18;123;2016;141847
18;129;2016;484202
18;126;2016;4197853
18;124;2016;134535
18;122;2016;1265172923
18;127;2016;55522
35;122;2016;70471868
3;123;2016;25680220
3;122;2016;525156867
50;123;2016;291817
50;122;2016;285667614
50;127;2016;13094
50;131;2016;96212
45;123;2016;1091607
45;122;2016;131223421
85;123;2016;13550
85;126;2016;54482703
85;124;2016;84444
85;122;2016;693314061
64;124;2016;3513298
14;123;2016;8136548
14;126;2016;41224319
14;125;2016;351679
14;124;2016;8291
14;122;2016;1368011833
76;123;2016;61427533
76;129;2016;27459
76;124;2016;7119545
76;122;2016;21604563
75;129;2016;450649
75;126;2016;5103617
75;122;2016;89581148
94;122;2016;13662169
0;123;2016;23929133
0;129;2016;159694
0;126;2016;24128450
0;132;2016;908189
0;124;2016;4768839
0;128;2016;38816
0;122;2016;3079105457
0;127;2016;2317646
37;122;2016;51639801
95;122;2016;334914679
95;127;2016;186459
88;129;2016;56950
88;126;2016;6719591
88;122;2016;301524842
88;127;2016;27042
119;122;2016;40832032
119;127;2016;845811
102;123;2016;42773246
102;129;2016;306870
102;126;2016;114020278
102;132;2016;914975
102;124;2016;2522580
102;122;2016;3906008478
102;127;2016;2220971
105;123;2016;32437
105;126;2016;4769715
105;122;2016;387871867
105;127;2016;46010
78;123;2016;12202590
78;124;2016;267197
78;122;2016;375462576
36;123;2016;182066
36;129;2016;326059
36;122;2016;33761411
36;127;2016;28314
